horizon,events,orbits,improve,non_improve,decline,tie,post_clear,pre_clear,phi_improve,phi_non_improve,phi_decline,best_phase_changed,best_phase_changed_rate,pre_h_best_min,pre_h_best_q25,pre_h_best_median,pre_h_best_q75,pre_h_best_max,pre_h_best_mean,post_h_best_min,post_h_best_q25,post_h_best_median,post_h_best_q75,post_h_best_max,post_h_best_mean,delta_h_best_min,delta_h_best_q25,delta_h_best_median,delta_h_best_q75,delta_h_best_max,delta_h_best_mean,delta_phi_compat_min,delta_phi_compat_q25,delta_phi_compat_median,delta_phi_compat_q75,delta_phi_compat_max,delta_phi_compat_mean
1600,600,24,243,357,259,98,0,0,243,357,259,492,0.82,2,2.0,5.0,6.0,50,5.3116666666666665,2,3.0,5.0,7.0,49,5.463333333333333,-19,-1.0,0.0,3.0,16,0.15166666666666667,-0.13721574738272124,-0.027361221131067537,0.0,0.009208242449523674,0.15761497587688533,-0.0014059989853165986
