attempt_id,idx,shard,onset,rngstate,threshold,start,time_frac,kind,actual_ok,actual_phase,depth,death_step,origin_x,origin_y,heading,observed_turn_bit,horizon,actual_h,actual_clear,actual_bad_kind,actual_first_bad_offset,best_h,best_phase,best_phase_count,actual_is_best,compatible_phase_count,compatible_best_h,compatible_best_phase,compatible_best_phase_count,actual_is_compatible_best,compatible_clear_phase_count,clear_phase_count,any_clear,median_h,compatible_median_h,min_h
0:0,0,0,313358,4700473787566636120,40,11757,0.03751938677167967,pre_onset_lock,0,30,71,11828,23,-14,3,1,208,71,0,missing_black,71,71,30,1,1,11,71,30,1,1,0,0,0,0.5,2,0
0:0,0,0,313358,4700473787566636120,40,11757,0.03751938677167967,pre_onset_lock,0,30,71,11828,23,-14,3,1,512,71,0,missing_black,71,71,30,1,1,11,71,30,1,1,0,0,0,0.5,2,0
0:0,0,0,313358,4700473787566636120,40,11757,0.03751938677167967,pre_onset_lock,0,30,71,11828,23,-14,3,1,1600,71,0,missing_black,71,71,30,1,1,11,71,30,1,1,0,0,0,0.5,2,0
0:1,0,0,313358,4700473787566636120,40,15538,0.04958545816605927,pre_onset_lock,0,30,47,15585,-17,-17,2,1,208,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
0:1,0,0,313358,4700473787566636120,40,15538,0.04958545816605927,pre_onset_lock,0,30,47,15585,-17,-17,2,1,512,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
0:1,0,0,313358,4700473787566636120,40,15538,0.04958545816605927,pre_onset_lock,0,30,47,15585,-17,-17,2,1,1600,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
0:2,0,0,313358,4700473787566636120,40,26449,0.08440505747419884,pre_onset_lock,0,0,71,26520,25,-12,1,0,208,71,0,frontier_black_collision,71,71,0,1,1,11,71,0,1,1,0,0,0,0.5,2,0
0:2,0,0,313358,4700473787566636120,40,26449,0.08440505747419884,pre_onset_lock,0,0,71,26520,25,-12,1,0,512,71,0,frontier_black_collision,71,71,0,1,1,11,71,0,1,1,0,0,0,0.5,2,0
0:2,0,0,313358,4700473787566636120,40,26449,0.08440505747419884,pre_onset_lock,0,0,71,26520,25,-12,1,0,1600,71,0,frontier_black_collision,71,71,0,1,1,11,71,0,1,1,0,0,0,0.5,2,0
0:3,0,0,313358,4700473787566636120,40,28939,0.09235124043426368,pre_onset_lock,0,0,56,28995,30,15,1,0,208,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:3,0,0,313358,4700473787566636120,40,28939,0.09235124043426368,pre_onset_lock,0,0,56,28995,30,15,1,0,512,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:3,0,0,313358,4700473787566636120,40,28939,0.09235124043426368,pre_onset_lock,0,0,56,28995,30,15,1,0,1600,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:4,0,0,313358,4700473787566636120,80,34567,0.11031152866689219,pre_onset_lock,0,103,99,34666,18,29,1,1,208,99,0,missing_black,99,99,103,1,1,11,99,103,1,1,0,0,0,0.5,2,0
0:4,0,0,313358,4700473787566636120,80,34567,0.11031152866689219,pre_onset_lock,0,103,99,34666,18,29,1,1,512,99,0,missing_black,99,99,103,1,1,11,99,103,1,1,0,0,0,0.5,2,0
0:4,0,0,313358,4700473787566636120,80,34567,0.11031152866689219,pre_onset_lock,0,103,99,34666,18,29,1,1,1600,99,0,missing_black,99,99,103,1,1,11,99,103,1,1,0,0,0,0.5,2,0
0:5,0,0,313358,4700473787566636120,40,36426,0.11624404036277995,pre_onset_lock,0,0,56,36482,35,-13,0,0,208,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:5,0,0,313358,4700473787566636120,40,36426,0.11624404036277995,pre_onset_lock,0,0,56,36482,35,-13,0,0,512,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:5,0,0,313358,4700473787566636120,40,36426,0.11624404036277995,pre_onset_lock,0,0,56,36482,35,-13,0,0,1600,56,0,frontier_black_collision,56,56,0,1,1,11,56,0,1,1,0,0,0,0.5,2,0
0:6,0,0,313358,4700473787566636120,40,40486,0.1292004671972632,pre_onset_lock,0,103,45,40531,45,-19,0,1,208,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:6,0,0,313358,4700473787566636120,40,40486,0.1292004671972632,pre_onset_lock,0,103,45,40531,45,-19,0,1,512,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:6,0,0,313358,4700473787566636120,40,40486,0.1292004671972632,pre_onset_lock,0,103,45,40531,45,-19,0,1,1600,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:7,0,0,313358,4700473787566636120,40,42636,0.13606162919089348,pre_onset_lock,0,0,45,42681,26,-32,0,0,208,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:7,0,0,313358,4700473787566636120,40,42636,0.13606162919089348,pre_onset_lock,0,0,45,42681,26,-32,0,0,512,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:7,0,0,313358,4700473787566636120,40,42636,0.13606162919089348,pre_onset_lock,0,0,45,42681,26,-32,0,0,1600,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:8,0,0,313358,4700473787566636120,40,44096,0.14072083687028894,pre_onset_lock,0,0,77,44173,20,-36,0,0,208,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
0:8,0,0,313358,4700473787566636120,40,44096,0.14072083687028894,pre_onset_lock,0,0,77,44173,20,-36,0,0,512,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
0:8,0,0,313358,4700473787566636120,40,44096,0.14072083687028894,pre_onset_lock,0,0,77,44173,20,-36,0,0,1600,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
0:9,0,0,313358,4700473787566636120,40,47451,0.15142744081848875,pre_onset_lock,0,101,49,47500,24,-25,3,0,208,49,0,frontier_black_collision,49,49,101,1,1,11,49,101,1,1,0,0,0,0.5,1,0
0:9,0,0,313358,4700473787566636120,40,47451,0.15142744081848875,pre_onset_lock,0,101,49,47500,24,-25,3,0,512,49,0,frontier_black_collision,49,49,101,1,1,11,49,101,1,1,0,0,0,0.5,1,0
0:9,0,0,313358,4700473787566636120,40,47451,0.15142744081848875,pre_onset_lock,0,101,49,47500,24,-25,3,0,1600,49,0,frontier_black_collision,49,49,101,1,1,11,49,101,1,1,0,0,0,0.5,1,0
0:10,0,0,313358,4700473787566636120,40,59442,0.18969357731412634,pre_onset_lock,0,24,48,59490,-17,21,2,0,208,48,0,frontier_black_collision,48,48,24,1,1,11,48,24,1,1,0,0,0,0.5,2,0
0:10,0,0,313358,4700473787566636120,40,59442,0.18969357731412634,pre_onset_lock,0,24,48,59490,-17,21,2,0,512,48,0,frontier_black_collision,48,48,24,1,1,11,48,24,1,1,0,0,0,0.5,2,0
0:10,0,0,313358,4700473787566636120,40,59442,0.18969357731412634,pre_onset_lock,0,24,48,59490,-17,21,2,0,1600,48,0,frontier_black_collision,48,48,24,1,1,11,48,24,1,1,0,0,0,0.5,2,0
0:11,0,0,313358,4700473787566636120,40,115204,0.3676433982856669,pre_onset_lock,0,0,43,115247,-30,26,2,0,208,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:11,0,0,313358,4700473787566636120,40,115204,0.3676433982856669,pre_onset_lock,0,0,43,115247,-30,26,2,0,512,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:11,0,0,313358,4700473787566636120,40,115204,0.3676433982856669,pre_onset_lock,0,0,43,115247,-30,26,2,0,1600,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:12,0,0,313358,4700473787566636120,40,146641,0.467966351585088,pre_onset_lock,0,103,46,146687,5,44,1,1,208,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:12,0,0,313358,4700473787566636120,40,146641,0.467966351585088,pre_onset_lock,0,103,46,146687,5,44,1,1,512,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:12,0,0,313358,4700473787566636120,40,146641,0.467966351585088,pre_onset_lock,0,103,46,146687,5,44,1,1,1600,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:13,0,0,313358,4700473787566636120,80,151536,0.48358746226360905,pre_onset_lock,0,0,99,151635,-12,40,2,0,208,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:13,0,0,313358,4700473787566636120,80,151536,0.48358746226360905,pre_onset_lock,0,0,99,151635,-12,40,2,0,512,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:13,0,0,313358,4700473787566636120,80,151536,0.48358746226360905,pre_onset_lock,0,0,99,151635,-12,40,2,0,1600,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:14,0,0,313358,4700473787566636120,80,151684,0.4840597655078217,pre_onset_lock,0,100,169,151853,-10,40,2,1,208,169,0,frontier_black_collision,169,169,100,1,1,11,169,100,1,1,0,0,0,0.5,2,0
0:14,0,0,313358,4700473787566636120,80,151684,0.4840597655078217,pre_onset_lock,0,100,169,151853,-10,40,2,1,512,169,0,frontier_black_collision,169,169,100,1,1,11,169,100,1,1,0,0,0,0.5,2,0
0:14,0,0,313358,4700473787566636120,80,151684,0.4840597655078217,pre_onset_lock,0,100,169,151853,-10,40,2,1,1600,169,0,frontier_black_collision,169,169,100,1,1,11,169,100,1,1,0,0,0,0.5,2,0
0:15,0,0,313358,4700473787566636120,40,163027,0.5202579796909605,pre_onset_lock,0,0,45,163072,-18,49,3,0,208,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:15,0,0,313358,4700473787566636120,40,163027,0.5202579796909605,pre_onset_lock,0,0,45,163072,-18,49,3,0,512,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:15,0,0,313358,4700473787566636120,40,163027,0.5202579796909605,pre_onset_lock,0,0,45,163072,-18,49,3,0,1600,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:16,0,0,313358,4700473787566636120,40,164882,0.5261777264343019,pre_onset_lock,0,0,76,164958,-19,57,2,0,208,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:16,0,0,313358,4700473787566636120,40,164882,0.5261777264343019,pre_onset_lock,0,0,76,164958,-19,57,2,0,512,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:16,0,0,313358,4700473787566636120,40,164882,0.5261777264343019,pre_onset_lock,0,0,76,164958,-19,57,2,0,1600,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:17,0,0,313358,4700473787566636120,80,164993,0.5265319538674615,pre_onset_lock,0,99,82,165075,-17,56,3,0,208,82,0,missing_black,82,82,99,1,1,11,82,99,1,1,0,0,0,0.5,2,0
0:17,0,0,313358,4700473787566636120,80,164993,0.5265319538674615,pre_onset_lock,0,99,82,165075,-17,56,3,0,512,82,0,missing_black,82,82,99,1,1,11,82,99,1,1,0,0,0,0.5,2,0
0:17,0,0,313358,4700473787566636120,80,164993,0.5265319538674615,pre_onset_lock,0,99,82,165075,-17,56,3,0,1600,82,0,missing_black,82,82,99,1,1,11,82,99,1,1,0,0,0,0.5,2,0
0:18,0,0,313358,4700473787566636120,40,171646,0.5477632611900766,pre_onset_lock,0,103,45,171691,15,-65,2,1,208,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:18,0,0,313358,4700473787566636120,40,171646,0.5477632611900766,pre_onset_lock,0,103,45,171691,15,-65,2,1,512,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:18,0,0,313358,4700473787566636120,40,171646,0.5477632611900766,pre_onset_lock,0,103,45,171691,15,-65,2,1,1600,45,0,missing_black,45,45,103,1,1,11,45,103,1,1,0,0,0,0.5,2,0
0:19,0,0,313358,4700473787566636120,40,206449,0.6588279220571998,pre_onset_lock,0,0,43,206492,13,-78,3,0,208,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:19,0,0,313358,4700473787566636120,40,206449,0.6588279220571998,pre_onset_lock,0,0,43,206492,13,-78,3,0,512,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:19,0,0,313358,4700473787566636120,40,206449,0.6588279220571998,pre_onset_lock,0,0,43,206492,13,-78,3,0,1600,43,0,frontier_black_collision,43,43,0,1,1,11,43,0,1,1,0,0,0,0.5,2,0
0:20,0,0,313358,4700473787566636120,40,216215,0.6899935536989641,pre_onset_lock,0,24,47,216262,-38,17,3,0,208,47,0,frontier_black_collision,47,47,24,1,1,11,47,24,1,1,0,0,0,0.5,2,0
0:20,0,0,313358,4700473787566636120,40,216215,0.6899935536989641,pre_onset_lock,0,24,47,216262,-38,17,3,0,512,47,0,frontier_black_collision,47,47,24,1,1,11,47,24,1,1,0,0,0,0.5,2,0
0:20,0,0,313358,4700473787566636120,40,216215,0.6899935536989641,pre_onset_lock,0,24,47,216262,-38,17,3,0,1600,47,0,frontier_black_collision,47,47,24,1,1,11,47,24,1,1,0,0,0,0.5,2,0
0:21,0,0,313358,4700473787566636120,40,273208,0.8718717888166251,pre_onset_lock,0,25,45,273253,50,-2,0,1,208,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:21,0,0,313358,4700473787566636120,40,273208,0.8718717888166251,pre_onset_lock,0,25,45,273253,50,-2,0,1,512,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:21,0,0,313358,4700473787566636120,40,273208,0.8718717888166251,pre_onset_lock,0,25,45,273253,50,-2,0,1,1600,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:22,0,0,313358,4700473787566636120,40,273511,0.8728387339720065,pre_onset_lock,0,0,76,273587,58,-37,1,0,208,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:22,0,0,313358,4700473787566636120,40,273511,0.8728387339720065,pre_onset_lock,0,0,76,273587,58,-37,1,0,512,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:22,0,0,313358,4700473787566636120,40,273511,0.8728387339720065,pre_onset_lock,0,0,76,273587,58,-37,1,0,1600,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:23,0,0,313358,4700473787566636120,40,273735,0.8735535713145987,pre_onset_lock,0,0,70,273805,60,-39,1,0,208,70,0,frontier_black_collision,70,70,0,1,1,11,70,0,1,1,0,0,0,0.5,2,0
0:23,0,0,313358,4700473787566636120,40,273735,0.8735535713145987,pre_onset_lock,0,0,70,273805,60,-39,1,0,512,70,0,frontier_black_collision,70,70,0,1,1,11,70,0,1,1,0,0,0,0.5,2,0
0:23,0,0,313358,4700473787566636120,40,273735,0.8735535713145987,pre_onset_lock,0,0,70,273805,60,-39,1,0,1600,70,0,frontier_black_collision,70,70,0,1,1,11,70,0,1,1,0,0,0,0.5,2,0
0:24,0,0,313358,4700473787566636120,40,274682,0.8765756738299325,pre_onset_lock,0,103,46,274728,61,-41,0,1,208,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:24,0,0,313358,4700473787566636120,40,274682,0.8765756738299325,pre_onset_lock,0,103,46,274728,61,-41,0,1,512,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:24,0,0,313358,4700473787566636120,40,274682,0.8765756738299325,pre_onset_lock,0,103,46,274728,61,-41,0,1,1600,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
0:25,0,0,313358,4700473787566636120,40,276455,0.882233739046075,pre_onset_lock,0,0,45,276500,44,-57,1,0,208,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:25,0,0,313358,4700473787566636120,40,276455,0.882233739046075,pre_onset_lock,0,0,45,276500,44,-57,1,0,512,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:25,0,0,313358,4700473787566636120,40,276455,0.882233739046075,pre_onset_lock,0,0,45,276500,44,-57,1,0,1600,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:26,0,0,313358,4700473787566636120,40,285369,0.91068043579548,pre_onset_lock,0,26,72,285441,33,-90,1,0,208,72,0,missing_black,72,72,26,1,1,11,72,26,1,1,0,0,0,0.5,2,0
0:26,0,0,313358,4700473787566636120,40,285369,0.91068043579548,pre_onset_lock,0,26,72,285441,33,-90,1,0,512,72,0,missing_black,72,72,26,1,1,11,72,26,1,1,0,0,0,0.5,2,0
0:26,0,0,313358,4700473787566636120,40,285369,0.91068043579548,pre_onset_lock,0,26,72,285441,33,-90,1,0,1600,72,0,missing_black,72,72,26,1,1,11,72,26,1,1,0,0,0,0.5,2,0
0:27,0,0,313358,4700473787566636120,80,287274,0.91675974444565,pre_onset_lock,0,0,99,287373,-15,-89,0,0,208,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:27,0,0,313358,4700473787566636120,80,287274,0.91675974444565,pre_onset_lock,0,0,99,287373,-15,-89,0,0,512,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:27,0,0,313358,4700473787566636120,80,287274,0.91675974444565,pre_onset_lock,0,0,99,287373,-15,-89,0,0,1600,99,0,missing_black,99,99,0,1,1,11,99,0,1,1,0,0,0,0.5,2,0
0:28,0,0,313358,4700473787566636120,40,293928,0.9379942430064017,pre_onset_lock,0,0,45,293973,-48,8,2,0,208,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:28,0,0,313358,4700473787566636120,40,293928,0.9379942430064017,pre_onset_lock,0,0,45,293973,-48,8,2,0,512,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:28,0,0,313358,4700473787566636120,40,293928,0.9379942430064017,pre_onset_lock,0,0,45,293973,-48,8,2,0,1600,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
0:29,0,0,313358,4700473787566636120,40,295245,0.9421971036322673,pre_onset_lock,0,31,71,295316,-51,-4,3,0,208,71,0,missing_black,71,71,31,1,1,11,71,31,1,1,0,0,0,0.5,2,0
0:29,0,0,313358,4700473787566636120,40,295245,0.9421971036322673,pre_onset_lock,0,31,71,295316,-51,-4,3,0,512,71,0,missing_black,71,71,31,1,1,11,71,31,1,1,0,0,0,0.5,2,0
0:29,0,0,313358,4700473787566636120,40,295245,0.9421971036322673,pre_onset_lock,0,31,71,295316,-51,-4,3,0,1600,71,0,missing_black,71,71,31,1,1,11,71,31,1,1,0,0,0,0.5,2,0
0:30,0,0,313358,4700473787566636120,40,299290,0.9551056618947019,pre_onset_lock,0,24,77,299367,-53,-7,0,0,208,77,0,missing_black,77,77,24,1,1,11,77,24,1,1,0,0,0,0.5,2,0
0:30,0,0,313358,4700473787566636120,40,299290,0.9551056618947019,pre_onset_lock,0,24,77,299367,-53,-7,0,0,512,77,0,missing_black,77,77,24,1,1,11,77,24,1,1,0,0,0,0.5,2,0
0:30,0,0,313358,4700473787566636120,40,299290,0.9551056618947019,pre_onset_lock,0,24,77,299367,-53,-7,0,0,1600,77,0,missing_black,77,77,24,1,1,11,77,24,1,1,0,0,0,0.5,2,0
0:31,0,0,313358,4700473787566636120,40,310377,0.9904869191148782,pre_onset_lock,0,25,45,310422,19,58,1,1,208,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:31,0,0,313358,4700473787566636120,40,310377,0.9904869191148782,pre_onset_lock,0,25,45,310422,19,58,1,1,512,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:31,0,0,313358,4700473787566636120,40,310377,0.9904869191148782,pre_onset_lock,0,25,45,310422,19,58,1,1,1600,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
0:32,0,0,313358,4700473787566636120,40,311063,0.9926761084765667,pre_onset_lock,0,0,76,311139,28,59,1,0,208,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:32,0,0,313358,4700473787566636120,40,311063,0.9926761084765667,pre_onset_lock,0,0,76,311139,28,59,1,0,512,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:32,0,0,313358,4700473787566636120,40,311063,0.9926761084765667,pre_onset_lock,0,0,76,311139,28,59,1,0,1600,76,0,missing_black,76,76,0,1,1,11,76,0,1,1,0,0,0,0.5,2,0
0:33,0,0,313358,4700473787566636120,80,313222,0.9995659916134262,pre_onset_lock,0,100,102,313324,-15,59,2,1,208,102,0,missing_black,102,102,100,1,1,11,102,100,1,1,0,0,0,0.5,2,0
0:33,0,0,313358,4700473787566636120,80,313222,0.9995659916134262,pre_onset_lock,0,100,102,313324,-15,59,2,1,512,102,0,missing_black,102,102,100,1,1,11,102,100,1,1,0,0,0,0.5,2,0
0:33,0,0,313358,4700473787566636120,80,313222,0.9995659916134262,pre_onset_lock,0,100,102,313324,-15,59,2,1,1600,102,0,missing_black,102,102,100,1,1,11,102,100,1,1,0,0,0,0.5,2,0
0:34,0,0,313358,4700473787566636120,0,313358,1.0,entry,1,100,1600,,-13,61,2,1,208,209,1,,,209,100,1,1,11,209,100,1,1,1,1,1,0.5,2,0
0:34,0,0,313358,4700473787566636120,0,313358,1.0,entry,1,100,1600,,-13,61,2,1,512,513,1,,,513,100,1,1,11,513,100,1,1,1,1,1,0.5,2,0
0:34,0,0,313358,4700473787566636120,0,313358,1.0,entry,1,100,1600,,-13,61,2,1,1600,1601,1,,,1601,100,1,1,11,1601,100,1,1,1,1,1,0.5,2,0
1:0,1,1,307906,4692330403214779697,40,912,0.0029619429306346743,pre_onset_lock,0,0,61,973,4,12,2,0,208,61,0,frontier_black_collision,61,61,0,1,1,11,61,0,1,1,0,0,0,0.5,2,0
1:0,1,1,307906,4692330403214779697,40,912,0.0029619429306346743,pre_onset_lock,0,0,61,973,4,12,2,0,512,61,0,frontier_black_collision,61,61,0,1,1,11,61,0,1,1,0,0,0,0.5,2,0
1:0,1,1,307906,4692330403214779697,40,912,0.0029619429306346743,pre_onset_lock,0,0,61,973,4,12,2,0,1600,61,0,frontier_black_collision,61,61,0,1,1,11,61,0,1,1,0,0,0,0.5,2,0
1:1,1,1,307906,4692330403214779697,40,11621,0.0377420381545017,pre_onset_lock,0,30,47,11668,-15,14,1,1,208,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
1:1,1,1,307906,4692330403214779697,40,11621,0.0377420381545017,pre_onset_lock,0,30,47,11668,-15,14,1,1,512,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
1:1,1,1,307906,4692330403214779697,40,11621,0.0377420381545017,pre_onset_lock,0,30,47,11668,-15,14,1,1,1600,47,0,missing_black,47,47,30,1,1,11,47,30,1,1,0,0,0,0.5,2,0
1:2,1,1,307906,4692330403214779697,80,16141,0.05242184303001565,pre_onset_lock,0,30,86,16227,-19,18,1,1,208,86,0,missing_black,86,86,30,1,1,11,86,30,1,1,0,0,0,0.5,2,0
1:2,1,1,307906,4692330403214779697,80,16141,0.05242184303001565,pre_onset_lock,0,30,86,16227,-19,18,1,1,512,86,0,missing_black,86,86,30,1,1,11,86,30,1,1,0,0,0,0.5,2,0
1:2,1,1,307906,4692330403214779697,80,16141,0.05242184303001565,pre_onset_lock,0,30,86,16227,-19,18,1,1,1600,86,0,missing_black,86,86,30,1,1,11,86,30,1,1,0,0,0,0.5,2,0
1:3,1,1,307906,4692330403214779697,40,16301,0.05294148214065331,pre_onset_lock,0,0,45,16346,-21,12,3,0,208,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
1:3,1,1,307906,4692330403214779697,40,16301,0.05294148214065331,pre_onset_lock,0,0,45,16346,-21,12,3,0,512,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
1:3,1,1,307906,4692330403214779697,40,16301,0.05294148214065331,pre_onset_lock,0,0,45,16346,-21,12,3,0,1600,45,0,frontier_black_collision,45,45,0,1,1,11,45,0,1,1,0,0,0,0.5,2,0
1:4,1,1,307906,4692330403214779697,40,30849,0.10018966827538274,pre_onset_lock,0,0,77,30926,-21,-12,3,0,208,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
1:4,1,1,307906,4692330403214779697,40,30849,0.10018966827538274,pre_onset_lock,0,0,77,30926,-21,-12,3,0,512,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
1:4,1,1,307906,4692330403214779697,40,30849,0.10018966827538274,pre_onset_lock,0,0,77,30926,-21,-12,3,0,1600,77,0,missing_black,77,77,0,1,1,11,77,0,1,1,0,0,0,0.5,2,0
1:5,1,1,307906,4692330403214779697,40,39782,0.12920176937117173,pre_onset_lock,0,103,46,39828,-31,7,2,1,208,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
1:5,1,1,307906,4692330403214779697,40,39782,0.12920176937117173,pre_onset_lock,0,103,46,39828,-31,7,2,1,512,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
1:5,1,1,307906,4692330403214779697,40,39782,0.12920176937117173,pre_onset_lock,0,103,46,39828,-31,7,2,1,1600,46,0,frontier_black_collision,46,46,103,1,1,11,46,103,1,1,0,0,0,0.5,2,0
1:6,1,1,307906,4692330403214779697,40,48148,0.15637239936863848,pre_onset_lock,0,25,45,48193,-38,16,2,1,208,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
1:6,1,1,307906,4692330403214779697,40,48148,0.15637239936863848,pre_onset_lock,0,25,45,48193,-38,16,2,1,512,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
1:6,1,1,307906,4692330403214779697,40,48148,0.15637239936863848,pre_onset_lock,0,25,45,48193,-38,16,2,1,1600,45,0,frontier_black_collision,45,45,25,1,1,11,45,25,1,1,0,0,0,0.5,2,0
1:7,1,1,307906,4692330403214779697,40,56648,0.18397822712126427,pre_onset_lock,0,97,52,56700,-36,18,0,1,208,52,0,frontier_black_collision,52,52,97,1,1,11,52,97,1,1,0,0,0,0.5,2,0
1:7,1,1,307906,4692330403214779697,40,56648,0.18397822712126427,pre_onset_lock,0,97,52,56700,-36,18,0,1,512,52,0,frontier_black_collision,52,52,97,1,1,11,52,97,1,1,0,0,0,0.5,2,0
