attempt_id,idx,shard,onset,rngstate,threshold,start,time_frac,actual_phase,depth,first_bad_offset,depth_minus_offset,eval_phase,bad_kind,rel_x,rel_y,l1,linf,period_index,offset_mod_period,phase_drift_x,phase_drift_y,comoving_rel_x,comoving_rel_y,comoving_l1,comoving_linf,linear_linf_residual,required_black,actual_black,origin_x,origin_y,heading,abs_x,abs_y,depth_bin,physical_key,is_physical_first
2:24,2,2,302092,694356338346996168,40,196228,0.6495637090687605,25,73,73,0,25,missing_black,-3,-2,5,3,0,73,2,-2,-3,-2,5,3,1.5961538461538463,1,0,40,-18,0,37,-20,40-77,2:196228:25:40:-18:0:73:-3:-2:missing_black:1:0,1
2:25,2,2,302092,694356338346996168,40,225308,0.7458257749294916,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,0,46,2,5,48,40-77,2:225308:0:0:46:2:45:-5:-2:frontier_black_collision:0:1,1
2:26,2,2,302092,694356338346996168,40,287361,0.9512367093468215,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-63,-80,3,-67,-83,40-77,2:287361:103:-63:-80:3:45:3:-4:missing_black:1:0,1
2:27,2,2,302092,694356338346996168,40,300583,0.9950048329647921,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-6,-83,3,-8,-78,40-77,2:300583:0:-6:-83:3:45:-5:-2:frontier_black_collision:0:1,1
2:28,2,2,302092,694356338346996168,40,301898,0.9993578115276142,24,75,75,0,24,missing_black,-2,3,5,3,0,75,-2,-2,-2,3,5,3,1.5576923076923077,1,0,-71,-83,0,-73,-80,40-77,2:301898:24:-71:-83:0:75:-2:3:missing_black:1:0,1
3:0,3,3,291397,12567324566037349410,80,2649,0.009090690707179553,102,100,100,0,102,missing_black,-4,0,4,4,0,100,-2,-2,-4,0,4,4,2.0769230769230766,1,0,1,-14,1,1,-18,78-103,3:2649:102:1:-14:1:100:-4:0:missing_black:1:0,1
3:1,3,3,291397,12567324566037349410,40,3544,0.012162101874761922,25,45,45,0,25,frontier_black_collision,-1,-6,7,6,0,45,2,-2,-1,-6,7,6,5.134615384615385,0,1,-12,-4,2,-11,2,40-77,3:3544:25:-12:-4:2:45:-1:-6:frontier_black_collision:0:1,1
3:2,3,3,291397,12567324566037349410,40,3962,0.013596571001074136,31,67,67,0,31,missing_black,-4,-1,5,4,0,67,2,-2,-4,-1,5,4,2.7115384615384617,1,0,-11,5,2,-7,6,40-77,3:3962:31:-11:5:2:67:-4:-1:missing_black:1:0,1
3:3,3,3,291397,12567324566037349410,40,9547,0.032762863035652394,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,6,9,1,7,5,40-77,3:9547:0:6:9:1:43:-4:-1:frontier_black_collision:0:1,1
3:4,3,3,291397,12567324566037349410,40,16792,0.05762585064362365,0,76,76,0,0,missing_black,-6,0,6,6,0,76,-2,-2,-6,0,6,6,4.538461538461538,1,0,-20,14,2,-14,14,40-77,3:16792:0:-20:14:2:76:-6:0:missing_black:1:0,1
3:5,3,3,291397,12567324566037349410,40,16932,0.058106294848608596,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,-18,16,2,-13,16,40-77,3:16932:0:-18:16:2:77:-5:0:missing_black:1:0,1
3:6,3,3,291397,12567324566037349410,40,27856,0.09559466981472012,100,54,54,0,100,missing_black,-5,-3,8,5,0,54,-2,-2,-5,-3,8,5,3.9615384615384617,1,0,-16,16,2,-11,19,40-77,3:27856:100:-16:16:2:54:-5:-3:missing_black:1:0,1
3:7,3,3,291397,12567324566037349410,40,39505,0.13557105941378944,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,-21,36,1,-18,40,40-77,3:39505:30:-21:36:1:47:4:-3:missing_black:1:0,1
3:8,3,3,291397,12567324566037349410,40,48571,0.16668325343088639,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,26,21,1,26,16,40-77,3:48571:0:26:21:1:77:-5:0:missing_black:1:0,1
3:9,3,3,291397,12567324566037349410,40,51406,0.17641224858183166,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,17,-23,0,12,-25,40-77,3:51406:0:17:-23:0:45:-5:-2:frontier_black_collision:0:1,1
3:10,3,3,291397,12567324566037349410,40,64136,0.22009835379224907,30,69,69,0,30,missing_black,1,-4,5,4,0,69,2,2,1,-4,5,4,2.6730769230769234,1,0,8,28,0,9,24,40-77,3:64136:30:8:28:0:69:1:-4:missing_black:1:0,1
3:11,3,3,291397,12567324566037349410,40,66144,0.2269892963894618,0,70,70,0,0,frontier_black_collision,-7,-1,8,7,0,70,-2,-2,-7,-1,8,7,5.653846153846153,0,1,24,24,2,31,25,40-77,3:66144:0:24:24:2:70:-7:-1:frontier_black_collision:0:1,1
3:12,3,3,291397,12567324566037349410,40,66819,0.22930572380635353,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,26,25,1,31,28,40-77,3:66819:103:26:25:1:46:3:-5:frontier_black_collision:0:1,1
3:13,3,3,291397,12567324566037349410,40,85744,0.29425148508735505,0,44,44,0,0,missing_black,-4,-2,6,4,0,44,-2,-2,-4,-2,6,4,3.1538461538461537,1,0,2,-42,0,-2,-44,40-77,3:85744:0:2:-42:0:44:-4:-2:missing_black:1:0,1
3:14,3,3,291397,12567324566037349410,40,86390,0.2964683919189285,30,71,71,0,30,missing_black,0,-3,3,3,0,71,2,2,0,-3,3,3,1.6346153846153846,1,0,-15,-47,2,-15,-44,40-77,3:86390:30:-15:-47:2:71:0:-3:missing_black:1:0,1
3:15,3,3,291397,12567324566037349410,40,95780,0.3286924710961335,103,62,62,0,103,frontier_black_collision,3,-7,10,7,0,62,2,-2,3,-7,10,7,5.8076923076923075,0,1,40,34,0,43,27,40-77,3:95780:103:40:34:0:62:3:-7:frontier_black_collision:0:1,1
3:16,3,3,291397,12567324566037349410,40,99796,0.34247435629055895,30,68,68,0,30,missing_black,2,-4,6,4,0,68,2,2,2,-4,6,4,2.6923076923076925,1,0,-50,-22,2,-52,-18,40-77,3:99796:30:-50:-22:2:68:2:-4:missing_black:1:0,1
3:17,3,3,291397,12567324566037349410,40,99873,0.34273860060330064,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,-53,-18,3,-54,-10,40-77,3:99873:0:-53:-18:3:71:-8:-1:frontier_black_collision:0:1,1
3:18,3,3,291397,12567324566037349410,40,103903,0.3565685302182246,98,51,51,0,98,frontier_black_collision,4,5,9,5,0,51,2,2,4,5,9,5,4.019230769230769,0,1,-52,-15,1,-57,-11,40-77,3:103903:98:-52:-15:1:51:4:5:frontier_black_collision:0:1,1
3:19,3,3,291397,12567324566037349410,80,112290,0.3853505698411446,0,99,99,0,0,missing_black,-2,1,3,2,0,99,-2,-2,-2,1,3,2,0.09615384615384626,1,0,-39,27,0,-41,28,78-103,3:112290:0:-39:27:0:99:-2:1:missing_black:1:0,1
3:20,3,3,291397,12567324566037349410,80,112422,0.3858035600915589,0,99,99,0,0,missing_black,-2,1,3,2,0,99,-2,-2,-2,1,3,2,0.09615384615384626,1,0,-41,25,0,-43,26,78-103,3:112422:0:-41:25:0:99:-2:1:missing_black:1:0,1
3:21,3,3,291397,12567324566037349410,80,112525,0.386157029756655,99,268,268,0,99,frontier_black_collision,-10,10,20,10,2,60,-2,2,-6,6,12,6,4.846153846153846,0,1,-43,26,1,-53,16,208-511,3:112525:99:-43:26:1:268:-10:10:frontier_black_collision:0:1,1
3:22,3,3,291397,12567324566037349410,40,118125,0.4053747979560531,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,41,10,1,44,7,40-77,3:118125:31:41:10:1:46:-3:-3:missing_black:1:0,1
3:23,3,3,291397,12567324566037349410,40,133144,0.45691616591797446,30,71,71,0,30,missing_black,0,-3,3,3,0,71,2,2,0,-3,3,3,1.6346153846153846,1,0,58,-24,0,58,-27,40-77,3:133144:30:58:-24:0:71:0:-3:missing_black:1:0,1
3:24,3,3,291397,12567324566037349410,40,133217,0.4571666832534309,100,49,49,0,100,frontier_black_collision,-5,-4,9,5,0,49,-2,-2,-5,-4,9,5,4.0576923076923075,0,1,59,-28,1,63,-33,40-77,3:133217:100:59:-28:1:49:-5:-4:frontier_black_collision:0:1,1
3:25,3,3,291397,12567324566037349410,40,136469,0.46832671578636703,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,65,-32,1,63,-33,40-77,3:136469:24:65:-32:1:77:-1:2:missing_black:1:0,1
3:26,3,3,291397,12567324566037349410,40,150376,0.5160519840629794,103,72,72,0,103,frontier_black_collision,2,-8,10,8,0,72,2,-2,2,-8,10,8,6.615384615384615,0,1,64,-34,0,66,-42,40-77,3:150376:103:64:-34:0:72:2:-8:frontier_black_collision:0:1,1
3:27,3,3,291397,12567324566037349410,40,155171,0.5325071980837139,21,40,40,0,21,frontier_black_collision,2,-6,8,6,0,40,2,-2,2,-6,8,6,5.230769230769231,0,1,-4,-47,3,-10,-49,40-77,3:155171:21:-4:-47:3:40:2:-6:frontier_black_collision:0:1,1
3:28,3,3,291397,12567324566037349410,40,199553,0.6848148745525864,0,50,50,0,0,missing_black,-5,-1,6,5,0,50,-2,-2,-5,-1,6,5,4.038461538461538,1,0,-43,-48,3,-44,-43,40-77,3:199553:0:-43:-48:3:50:-5:-1:missing_black:1:0,1
3:29,3,3,291397,12567324566037349410,40,202185,0.6938472256063034,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,-53,-58,3,-56,-55,40-77,3:202185:31:-53:-58:3:46:-3:-3:missing_black:1:0,1
3:30,3,3,291397,12567324566037349410,40,221405,0.7598053514620947,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,41,22,1,42,18,40-77,3:221405:0:41:22:1:43:-4:-1:frontier_black_collision:0:1,1
3:31,3,3,291397,12567324566037349410,40,241150,0.8275651430865795,24,47,47,0,24,frontier_black_collision,-8,1,9,8,0,47,-2,-2,-8,1,9,8,7.096153846153846,0,1,9,-57,0,1,-56,40-77,3:241150:24:9:-57:0:47:-8:1:frontier_black_collision:0:1,1
3:32,3,3,291397,12567324566037349410,40,246606,0.8462887401037074,102,47,47,0,102,frontier_black_collision,-6,-3,9,6,0,47,-2,-2,-6,-3,9,6,5.096153846153846,0,1,-11,-61,0,-17,-64,40-77,3:246606:102:-11:-61:0:47:-6:-3:frontier_black_collision:0:1,1
3:33,3,3,291397,12567324566037349410,80,252903,0.8678984340950662,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,24,-67,1,23,-70,78-103,3:252903:0:24:-67:1:98:-3:1:missing_black:1:0,1
3:34,3,3,291397,12567324566037349410,40,253010,0.8682656307374476,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,23,-71,0,18,-71,40-77,3:253010:0:23:-71:0:77:-5:0:missing_black:1:0,1
3:35,3,3,291397,12567324566037349410,40,268569,0.9216601406328823,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,55,24,1,58,21,40-77,3:268569:31:55:24:1:46:-3:-3:missing_black:1:0,1
3:36,3,3,291397,12567324566037349410,40,269710,0.9255757609035097,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,59,9,0,51,8,40-77,3:269710:0:59:9:0:71:-8:-1:frontier_black_collision:0:1,1
3:37,3,3,291397,12567324566037349410,40,269853,0.9260665003414585,99,76,76,0,99,frontier_black_collision,-4,8,12,8,0,76,-2,2,-4,8,12,8,6.538461538461538,0,1,57,10,1,49,6,40-77,3:269853:99:57:10:1:76:-4:8:frontier_black_collision:0:1,1
3:38,3,3,291397,12567324566037349410,40,270022,0.9266464651317619,100,76,76,0,100,frontier_black_collision,-8,-4,12,8,0,76,-2,-2,-8,-4,12,8,6.538461538461538,0,1,55,7,0,47,3,40-77,3:270022:100:55:7:0:76:-8:-4:frontier_black_collision:0:1,1
3:39,3,3,291397,12567324566037349410,40,287165,0.9854768580321692,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,41,38,1,46,41,40-77,3:287165:103:41:38:1:46:3:-5:frontier_black_collision:0:1,1
4:0,4,4,286748,7781527330408340496,80,5581,0.01946308256727161,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,-21,-10,3,-20,-7,78-103,4:5581:0:-21:-10:3:98:-3:1:missing_black:1:0,1
4:1,4,4,286748,7781527330408340496,40,5688,0.019836232510776014,0,62,62,0,0,frontier_black_collision,-7,-3,10,7,0,62,-2,-2,-7,-3,10,7,5.8076923076923075,0,1,-20,-6,2,-13,-3,40-77,4:5688:0:-20:-6:2:62:-7:-3:frontier_black_collision:0:1,1
4:2,4,4,286748,7781527330408340496,40,29073,0.10138867577106031,102,40,40,0,102,frontier_black_collision,-4,-4,8,4,0,40,-2,-2,-4,-4,8,4,3.230769230769231,0,1,-13,32,1,-9,28,40-77,4:29073:102:-13:32:1:40:-4:-4:frontier_black_collision:0:1,1
4:3,4,4,286748,7781527330408340496,40,32446,0.11315161744807287,0,44,44,0,0,missing_black,-4,-2,6,4,0,44,-2,-2,-4,-2,6,4,3.1538461538461537,1,0,7,33,2,11,35,40-77,4:32446:0:7:33:2:44:-4:-2:missing_black:1:0,1
4:4,4,4,286748,7781527330408340496,80,47044,0.16406042936655182,0,685,685,0,0,frontier_black_collision,-19,-14,33,19,6,61,-2,-2,-7,-2,9,7,5.826923076923077,0,1,-44,18,2,-25,32,512-1023,4:47044:0:-44:18:2:685:-19:-14:frontier_black_collision:0:1,1
4:5,4,4,286748,7781527330408340496,40,51318,0.17896550281083043,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,37,11,0,40,7,40-77,4:51318:103:37:11:0:45:3:-4:missing_black:1:0,1
4:6,4,4,286748,7781527330408340496,40,52011,0.1813822589869851,31,67,67,0,31,missing_black,-4,-1,5,4,0,67,2,-2,-4,-1,5,4,2.7115384615384617,1,0,42,13,1,43,9,40-77,4:52011:31:42:13:1:67:-4:-1:missing_black:1:0,1
4:7,4,4,286748,7781527330408340496,80,52228,0.1821390210219426,0,99,99,0,0,missing_black,-2,1,3,2,0,99,-2,-2,-2,1,3,2,0.09615384615384626,1,0,42,12,2,44,11,78-103,4:52228:0:42:12:2:99:-2:1:missing_black:1:0,1
4:8,4,4,286748,7781527330408340496,40,53114,0.18522884204946505,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,37,-5,2,33,-2,40-77,4:53114:30:37:-5:2:47:4:-3:missing_black:1:0,1
4:9,4,4,286748,7781527330408340496,40,57753,0.20140681016083808,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,25,-30,3,22,-34,40-77,4:57753:30:25:-30:3:47:4:-3:missing_black:1:0,1
4:10,4,4,286748,7781527330408340496,40,59640,0.20798750122058393,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,-14,-44,0,-15,-42,40-77,4:59640:24:-14:-44:0:77:-1:2:missing_black:1:0,1
4:11,4,4,286748,7781527330408340496,40,59921,0.2089674557451142,0,70,70,0,0,frontier_black_collision,-7,-1,8,7,0,70,-2,-2,-7,-1,8,7,5.653846153846153,0,1,-23,-34,3,-24,-27,40-77,4:59921:0:-23:-34:3:70:-7:-1:frontier_black_collision:0:1,1
4:12,4,4,286748,7781527330408340496,40,60085,0.2095393864996443,100,49,49,0,100,frontier_black_collision,-5,-4,9,5,0,49,-2,-2,-5,-4,9,5,4.0576923076923075,0,1,-23,-32,3,-27,-27,40-77,4:60085:100:-23:-32:3:49:-5:-4:frontier_black_collision:0:1,1
4:13,4,4,286748,7781527330408340496,40,62447,0.2177765843179377,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,-28,-35,3,-31,-32,40-77,4:62447:31:-28:-35:3:46:-3:-3:missing_black:1:0,1
4:14,4,4,286748,7781527330408340496,40,82383,0.2873010448198418,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-46,-19,3,-48,-14,40-77,4:82383:0:-46:-19:3:45:-5:-2:frontier_black_collision:0:1,1
4:15,4,4,286748,7781527330408340496,40,97595,0.3403511096851591,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-26,-53,3,-30,-56,40-77,4:97595:103:-26:-53:3:45:3:-4:missing_black:1:0,1
4:16,4,4,286748,7781527330408340496,40,119260,0.41590525478817636,102,40,40,0,102,frontier_black_collision,-4,-4,8,4,0,40,-2,-2,-4,-4,8,4,3.230769230769231,0,1,50,26,0,46,22,40-77,4:119260:102:50:26:0:40:-4:-4:frontier_black_collision:0:1,1
4:17,4,4,286748,7781527330408340496,40,134939,0.47058392735084464,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,-44,-31,3,-45,-27,40-77,4:134939:0:-44:-31:3:43:-4:-1:frontier_black_collision:0:1,1
4:18,4,4,286748,7781527330408340496,40,135455,0.47238341679802476,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,-56,-9,3,-59,-6,40-77,4:135455:31:-56:-9:3:46:-3:-3:missing_black:1:0,1
4:19,4,4,286748,7781527330408340496,40,148476,0.5177926262781257,30,41,41,0,30,frontier_black_collision,7,-2,9,7,0,41,2,2,7,-2,9,7,6.211538461538462,0,1,-46,-28,2,-53,-26,40-77,4:148476:30:-46:-28:2:41:7:-2:frontier_black_collision:0:1,1
4:20,4,4,286748,7781527330408340496,40,150396,0.5244884009653075,24,74,74,0,24,missing_black,-3,3,6,3,0,74,-2,-2,-3,3,6,3,1.5769230769230769,1,0,-52,-28,0,-55,-25,40-77,4:150396:24:-52:-28:0:74:-3:3:missing_black:1:0,1
4:21,4,4,286748,7781527330408340496,40,167962,0.5857477645877216,0,70,70,0,0,frontier_black_collision,-7,-1,8,7,0,70,-2,-2,-7,-1,8,7,5.653846153846153,0,1,-21,49,2,-14,50,40-77,4:167962:0:-21:49:2:70:-7:-1:frontier_black_collision:0:1,1
4:22,4,4,286748,7781527330408340496,40,168109,0.586260409837209,99,50,50,0,99,frontier_black_collision,-5,5,10,5,0,50,-2,2,-5,5,10,5,4.038461538461538,0,1,-19,48,3,-14,53,40-77,4:168109:99:-19:48:3:50:-5:5:frontier_black_collision:0:1,1
4:23,4,4,286748,7781527330408340496,40,175917,0.6134898935650815,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,-71,-14,3,-71,-9,40-77,4:175917:0:-71:-14:3:77:-5:0:missing_black:1:0,1
4:24,4,4,286748,7781527330408340496,40,188405,0.6570403280929596,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,-59,-42,1,-54,-39,40-77,4:188405:103:-59:-42:1:46:3:-5:frontier_black_collision:0:1,1
4:25,4,4,286748,7781527330408340496,40,221396,0.7720925690850503,16,61,61,0,16,missing_black,5,-2,7,5,0,61,2,2,5,-2,7,5,3.8269230769230766,1,0,14,62,0,19,60,40-77,4:221396:16:14:62:0:61:5:-2:missing_black:1:0,1
4:26,4,4,286748,7781527330408340496,40,221611,0.7728423563547087,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,20,61,1,20,56,40-77,4:221611:0:20:61:1:77:-5:0:missing_black:1:0,1
4:27,4,4,286748,7781527330408340496,40,222965,0.7775642724622317,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,65,-6,1,66,-14,40-77,4:222965:0:65:-6:1:71:-8:-1:frontier_black_collision:0:1,1
4:28,4,4,286748,7781527330408340496,40,231425,0.8070675296776263,102,40,40,0,102,frontier_black_collision,-4,-4,8,4,0,40,-2,-2,-4,-4,8,4,3.230769230769231,0,1,-13,0,1,-9,-4,40-77,4:231425:102:-13:0:1:40:-4:-4:frontier_black_collision:0:1,1
4:29,4,4,286748,7781527330408340496,40,239087,0.8337878555386611,25,52,52,0,25,missing_black,-2,-4,6,4,0,52,2,-2,-2,-4,6,4,3.0,1,0,-58,-53,3,-62,-51,40-77,4:239087:25:-58:-53:3:52:-2:-4:missing_black:1:0,1
4:30,4,4,286748,7781527330408340496,40,239288,0.8344888194512254,30,68,68,0,30,missing_black,2,-4,6,4,0,68,2,2,2,-4,6,4,2.6923076923076925,1,0,-60,-56,2,-62,-52,40-77,4:239288:30:-60:-56:2:68:2:-4:missing_black:1:0,1
4:31,4,4,286748,7781527330408340496,40,246064,0.8581193242847378,24,74,74,0,24,missing_black,-3,3,6,3,0,74,-2,-2,-3,3,6,3,1.5769230769230769,1,0,58,18,2,61,15,40-77,4:246064:24:58:18:2:74:-3:3:missing_black:1:0,1
4:32,4,4,286748,7781527330408340496,40,264914,0.9238564872292048,24,52,52,0,24,missing_black,-6,2,8,6,0,52,-2,-2,-6,2,8,6,5.0,1,0,-3,-51,0,-9,-49,40-77,4:264914:24:-3:-51:0:52:-6:2:missing_black:1:0,1
4:33,4,4,286748,7781527330408340496,40,284502,0.9921673385690571,102,79,79,0,102,missing_black,-6,-1,7,6,0,79,-2,-2,-6,-1,7,6,4.480769230769231,1,0,-45,69,2,-39,70,78-103,4:284502:102:-45:69:2:79:-6:-1:missing_black:1:0,1
4:34,4,4,286748,7781527330408340496,40,284669,0.992749731471536,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,-49,68,3,-47,69,40-77,4:284669:24:-49:68:3:77:-1:2:missing_black:1:0,1
5:0,5,5,285796,16489936061346709332,40,4642,0.016242354686559643,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,17,-21,0,12,-21,40-77,5:4642:0:17:-21:0:77:-5:0:missing_black:1:0,1
5:1,5,5,285796,16489936061346709332,40,9855,0.03448263796554186,100,48,48,0,100,missing_black,-4,-4,8,4,0,48,-2,-2,-4,-4,8,4,3.0769230769230766,1,0,6,-31,3,2,-27,40-77,5:9855:100:6:-31:3:48:-4:-4:missing_black:1:0,1
5:2,5,5,285796,16489936061346709332,40,12895,0.04511959579560246,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-14,11,1,-10,14,40-77,5:12895:103:-14:11:1:45:3:-4:missing_black:1:0,1
5:3,5,5,285796,16489936061346709332,40,13214,0.04623577656790158,30,40,40,0,30,frontier_black_collision,6,-2,8,6,0,40,2,2,6,-2,8,6,5.230769230769231,0,1,-11,-7,2,-17,-5,40-77,5:13214:30:-11:-7:2:40:6:-2:frontier_black_collision:0:1,1
5:4,5,5,285796,16489936061346709332,40,17941,0.06277554619378857,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,23,18,1,24,10,40-77,5:17941:0:23:18:1:71:-8:-1:frontier_black_collision:0:1,1
5:5,5,5,285796,16489936061346709332,40,19075,0.06674341138434407,0,76,76,0,0,missing_black,-6,0,6,6,0,76,-2,-2,-6,0,6,6,4.538461538461538,1,0,26,-11,1,26,-17,40-77,5:19075:0:26:-11:1:76:-6:0:missing_black:1:0,1
5:6,5,5,285796,16489936061346709332,40,25601,0.08957788072611234,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,19,-44,3,18,-36,40-77,5:25601:0:19:-44:3:71:-8:-1:frontier_black_collision:0:1,1
5:7,5,5,285796,16489936061346709332,80,26888,0.09408109280745706,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,30,-16,2,33,-17,78-103,5:26888:0:30:-16:2:98:-3:1:missing_black:1:0,1
5:8,5,5,285796,16489936061346709332,80,29618,0.10363336085879439,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,9,21,2,12,20,78-103,5:29618:0:9:21:2:98:-3:1:missing_black:1:0,1
5:9,5,5,285796,16489936061346709332,40,36609,0.12809486486864757,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,53,8,1,53,3,40-77,5:36609:0:53:8:1:77:-5:0:missing_black:1:0,1
5:10,5,5,285796,16489936061346709332,40,37702,0.1319192710884687,100,65,65,0,100,frontier_black_collision,-7,-4,11,7,0,65,-2,-2,-7,-4,11,7,5.75,0,1,11,21,2,18,25,40-77,5:37702:100:11:21:2:65:-7:-4:frontier_black_collision:0:1,1
5:11,5,5,285796,16489936061346709332,40,43542,0.15235342691990092,31,45,45,0,31,missing_black,-3,-4,7,4,0,45,2,-2,-3,-4,7,4,3.1346153846153846,1,0,1,17,2,4,21,40-77,5:43542:31:1:17:2:45:-3:-4:missing_black:1:0,1
5:12,5,5,285796,16489936061346709332,40,54594,0.19102436703102912,24,74,74,0,24,missing_black,-3,3,6,3,0,74,-2,-2,-3,3,6,3,1.5769230769230769,1,0,59,13,2,62,10,40-77,5:54594:24:59:13:2:74:-3:3:missing_black:1:0,1
5:13,5,5,285796,16489936061346709332,40,54817,0.19180464387185264,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,65,-4,3,60,-7,40-77,5:54817:103:65:-4:3:46:3:-5:frontier_black_collision:0:1,1
5:14,5,5,285796,16489936061346709332,40,59128,0.2068888297946787,103,71,71,0,103,frontier_black_collision,2,-7,9,7,0,71,2,-2,2,-7,9,7,5.634615384615385,0,1,74,-8,0,76,-15,40-77,5:59128:103:74:-8:0:71:2:-7:frontier_black_collision:0:1,1
5:15,5,5,285796,16489936061346709332,80,59238,0.20727371971616118,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,73,-15,0,70,-14,78-103,5:59238:0:73:-15:0:98:-3:1:missing_black:1:0,1
5:16,5,5,285796,16489936061346709332,80,59462,0.2080574955562709,0,99,99,0,0,missing_black,-2,1,3,2,0,99,-2,-2,-2,1,3,2,0.09615384615384626,1,0,71,-17,0,69,-16,78-103,5:59462:0:71:-17:0:99:-2:1:missing_black:1:0,1
5:17,5,5,285796,16489936061346709332,80,59801,0.20924365631429412,99,1533,1533,0,99,frontier_black_collision,-33,36,69,36,14,77,-2,2,-5,8,13,8,6.51923076923077,0,1,69,-16,1,33,-49,1024-,5:59801:99:69:-16:1:1533:-33:36:frontier_black_collision:0:1,1
