attempt_id,idx,shard,onset,rngstate,threshold,start,time_frac,actual_phase,depth,first_bad_offset,depth_minus_offset,eval_phase,bad_kind,rel_x,rel_y,l1,linf,period_index,offset_mod_period,phase_drift_x,phase_drift_y,comoving_rel_x,comoving_rel_y,comoving_l1,comoving_linf,linear_linf_residual,required_black,actual_black,origin_x,origin_y,heading,abs_x,abs_y,depth_bin,physical_key,is_physical_first
5:18,5,5,285796,16489936061346709332,40,72798,0.25472015003708937,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-11,35,2,-6,37,40-77,5:72798:0:-11:35:2:45:-5:-2:frontier_black_collision:0:1,1
5:19,5,5,285796,16489936061346709332,40,85482,0.29910145698330276,0,61,61,0,0,frontier_black_collision,-7,-2,9,7,0,61,-2,-2,-7,-2,9,7,5.826923076923077,0,1,17,-65,0,10,-67,40-77,5:85482:0:17:-65:0:61:-7:-2:frontier_black_collision:0:1,1
5:20,5,5,285796,16489936061346709332,40,103707,0.36287071897437334,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,-14,-23,3,-15,-19,40-77,5:103707:0:-14:-23:3:43:-4:-1:frontier_black_collision:0:1,1
5:21,5,5,285796,16489936061346709332,40,110075,0.3851523464289213,24,53,53,0,24,missing_black,-5,2,7,5,0,53,-2,-2,-5,2,7,5,3.980769230769231,1,0,54,-55,1,52,-60,40-77,5:110075:24:54:-55:1:53:-5:2:missing_black:1:0,1
5:22,5,5,285796,16489936061346709332,40,144509,0.5056368878500749,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,-11,-58,3,-11,-53,40-77,5:144509:0:-11:-58:3:77:-5:0:missing_black:1:0,1
5:23,5,5,285796,16489936061346709332,80,147700,0.5168021945723523,102,100,100,0,102,missing_black,-4,0,4,4,0,100,-2,-2,-4,0,4,4,2.0769230769230766,1,0,54,-50,2,58,-50,78-103,5:147700:102:54:-50:2:100:-4:0:missing_black:1:0,1
5:24,5,5,285796,16489936061346709332,40,147809,0.5171835854945486,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,59,-50,1,60,-54,40-77,5:147809:0:59:-50:1:43:-4:-1:frontier_black_collision:0:1,1
5:25,5,5,285796,16489936061346709332,40,160730,0.5623941552715923,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-47,13,2,-50,17,40-77,5:160730:103:-47:13:2:45:3:-4:missing_black:1:0,1
5:26,5,5,285796,16489936061346709332,40,165983,0.5807743985220227,25,75,75,0,25,frontier_black_collision,-2,-1,3,2,0,75,2,-2,-2,-1,3,2,0.5576923076923077,0,1,52,33,1,53,31,40-77,5:165983:25:52:33:1:75:-2:-1:frontier_black_collision:0:1,1
5:27,5,5,285796,16489936061346709332,40,199580,0.6983302775406234,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,22,54,2,27,56,40-77,5:199580:0:22:54:2:45:-5:-2:frontier_black_collision:0:1,1
5:28,5,5,285796,16489936061346709332,40,201466,0.7049293901944044,24,46,46,0,24,frontier_black_collision,-7,1,8,7,0,46,-2,-2,-7,1,8,7,6.115384615384615,0,1,55,37,2,62,36,40-77,5:201466:24:55:37:2:46:-7:1:frontier_black_collision:0:1,1
5:29,5,5,285796,16489936061346709332,40,201627,0.7054927290794832,101,48,48,0,101,frontier_black_collision,-4,6,10,6,0,48,-2,2,-4,6,10,6,5.076923076923077,0,1,56,35,3,62,39,40-77,5:201627:101:56:35:3:48:-4:6:frontier_black_collision:0:1,1
5:30,5,5,285796,16489936061346709332,40,220179,0.7704061638371426,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,94,7,1,94,2,40-77,5:220179:0:94:7:1:77:-5:0:missing_black:1:0,1
5:31,5,5,285796,16489936061346709332,40,221583,0.7753187588349731,30,71,71,0,30,missing_black,0,-3,3,3,0,71,2,2,0,-3,3,3,1.6346153846153846,1,0,56,-37,3,53,-37,40-77,5:221583:30:56:-37:3:71:0:-3:missing_black:1:0,1
5:32,5,5,285796,16489936061346709332,40,223714,0.7827751263138742,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,49,-65,2,46,-60,40-77,5:223714:103:49:-65:2:46:3:-5:frontier_black_collision:0:1,1
5:33,5,5,285796,16489936061346709332,40,224477,0.785444862769248,30,71,71,0,30,missing_black,0,-3,3,3,0,71,2,2,0,-3,3,3,1.6346153846153846,1,0,35,-64,3,32,-64,40-77,5:224477:30:35:-64:3:71:0:-3:missing_black:1:0,1
5:34,5,5,285796,16489936061346709332,40,246175,0.8613661492813055,102,47,47,0,102,frontier_black_collision,-6,-3,9,6,0,47,-2,-2,-6,-3,9,6,5.096153846153846,0,1,64,-51,1,67,-57,40-77,5:246175:102:64:-51:1:47:-6:-3:frontier_black_collision:0:1,1
5:35,5,5,285796,16489936061346709332,40,250578,0.8767722431384624,30,68,68,0,30,missing_black,2,-4,6,4,0,68,2,2,2,-4,6,4,2.6923076923076925,1,0,69,-55,0,71,-59,40-77,5:250578:30:69:-55:0:68:2:-4:missing_black:1:0,1
5:36,5,5,285796,16489936061346709332,40,250655,0.8770416660835001,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,72,-59,1,72,-64,40-77,5:250655:0:72:-59:1:77:-5:0:missing_black:1:0,1
5:37,5,5,285796,16489936061346709332,40,251212,0.8789906086859158,24,47,47,0,24,frontier_black_collision,-8,1,9,8,0,47,-2,-2,-8,1,9,8,7.096153846153846,0,1,64,-78,0,56,-77,40-77,5:251212:24:64:-78:0:47:-8:1:frontier_black_collision:0:1,1
5:38,5,5,285796,16489936061346709332,40,253034,0.8853657853853798,30,71,71,0,30,missing_black,0,-3,3,3,0,71,2,2,0,-3,3,3,1.6346153846153846,1,0,73,-51,0,73,-54,40-77,5:253034:30:73:-51:0:71:0:-3:missing_black:1:0,1
5:39,5,5,285796,16489936061346709332,40,254901,0.8918984170527229,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,37,-76,3,35,-71,40-77,5:254901:0:37:-76:3:45:-5:-2:frontier_black_collision:0:1,1
5:40,5,5,285796,16489936061346709332,40,257417,0.9007018992568125,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,41,-98,1,39,-99,40-77,5:257417:24:41:-98:1:77:-1:2:missing_black:1:0,1
5:41,5,5,285796,16489936061346709332,40,258715,0.9052436003303055,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,58,-91,3,53,-94,40-77,5:258715:103:58:-91:3:46:3:-5:frontier_black_collision:0:1,1
5:42,5,5,285796,16489936061346709332,40,271486,0.9499293202144187,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,33,65,2,34,63,40-77,5:271486:24:33:65:2:77:-1:2:missing_black:1:0,1
5:43,5,5,285796,16489936061346709332,40,274385,0.9600729191451245,0,46,46,0,0,frontier_black_collision,-5,-3,8,5,0,46,-2,-2,-5,-3,8,5,4.115384615384615,0,1,43,60,1,46,55,40-77,5:274385:0:43:60:1:46:-5:-3:frontier_black_collision:0:1,1
5:44,5,5,285796,16489936061346709332,40,275395,0.9636069084241907,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,60,41,1,65,44,40-77,5:275395:103:60:41:1:46:3:-5:frontier_black_collision:0:1,1
5:45,5,5,285796,16489936061346709332,40,276439,0.9672598636789879,0,76,76,0,0,missing_black,-6,0,6,6,0,76,-2,-2,-6,0,6,6,4.538461538461538,1,0,80,23,1,80,17,40-77,5:276439:0:80:23:1:76:-6:0:missing_black:1:0,1
5:46,5,5,285796,16489936061346709332,80,285088,0.9975227085053675,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,16,-78,0,13,-77,78-103,5:285088:0:16:-78:0:98:-3:1:missing_black:1:0,1
6:0,6,6,276143,5512003509614796496,40,1242,0.004497669685633893,0,46,46,0,0,frontier_black_collision,-5,-3,8,5,0,46,-2,-2,-5,-3,8,5,4.115384615384615,0,1,11,1,0,6,-2,40-77,6:1242:0:11:1:0:46:-5:-3:frontier_black_collision:0:1,1
6:1,6,6,276143,5512003509614796496,40,3006,0.010885664311606667,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,11,13,2,16,15,40-77,6:3006:0:11:13:2:45:-5:-2:frontier_black_collision:0:1,1
6:2,6,6,276143,5512003509614796496,40,3289,0.011910495648993456,0,76,76,0,0,missing_black,-6,0,6,6,0,76,-2,-2,-6,0,6,6,4.538461538461538,1,0,19,14,1,19,8,40-77,6:3289:0:19:14:1:76:-6:0:missing_black:1:0,1
6:3,6,6,276143,5512003509614796496,40,4277,0.015488352049481608,103,44,44,0,103,frontier_black_collision,2,-4,6,4,0,44,2,-2,2,-4,6,4,3.1538461538461537,0,1,25,6,3,21,4,40-77,6:4277:103:25:6:3:44:2:-4:frontier_black_collision:0:1,1
6:4,6,6,276143,5512003509614796496,40,4378,0.015854104576252158,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,15,1,0,11,0,40-77,6:4378:0:15:1:0:43:-4:-1:frontier_black_collision:0:1,1
6:5,6,6,276143,5512003509614796496,40,18478,0.06691460583827945,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,33,19,0,36,14,40-77,6:18478:103:33:19:0:46:3:-5:frontier_black_collision:0:1,1
6:6,6,6,276143,5512003509614796496,40,20728,0.07506255816732635,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,34,-4,0,26,-5,40-77,6:20728:0:34:-4:0:71:-8:-1:frontier_black_collision:0:1,1
6:7,6,6,276143,5512003509614796496,40,21293,0.07710859952995368,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,17,-14,1,15,-15,40-77,6:21293:24:17:-14:1:77:-1:2:missing_black:1:0,1
6:8,6,6,276143,5512003509614796496,80,21372,0.07739468318950689,100,80,80,0,100,missing_black,-6,-2,8,6,0,80,-2,-2,-6,-2,8,6,4.461538461538462,1,0,14,-16,0,8,-18,78-103,6:21372:100:14:-16:0:80:-6:-2:missing_black:1:0,1
6:9,6,6,276143,5512003509614796496,40,22903,0.08293891208540502,99,67,67,0,99,frontier_black_collision,-6,7,13,7,0,67,-2,2,-6,7,13,7,5.711538461538462,0,1,32,-3,1,25,-9,40-77,6:22903:99:32:-3:1:67:-6:7:frontier_black_collision:0:1,1
6:10,6,6,276143,5512003509614796496,40,25141,0.09104340866869702,0,76,76,0,0,missing_black,-6,0,6,6,0,76,-2,-2,-6,0,6,6,4.538461538461538,1,0,39,22,1,39,16,40-77,6:25141:0:39:22:1:76:-6:0:missing_black:1:0,1
6:11,6,6,276143,5512003509614796496,80,25241,0.09140553988332133,92,89,89,0,92,missing_black,1,2,3,2,0,89,2,2,1,2,3,2,0.28846153846153855,1,0,39,16,3,41,15,78-103,6:25241:92:39:16:3:89:1:2:missing_black:1:0,1
6:12,6,6,276143,5512003509614796496,80,40768,0.14763365357803745,0,373,373,0,0,frontier_black_collision,-13,-8,21,13,3,61,-2,-2,-7,-2,9,7,5.826923076923077,0,1,42,-8,0,29,-16,208-511,6:40768:0:42:-8:0:373:-13:-8:frontier_black_collision:0:1,1
6:13,6,6,276143,5512003509614796496,40,41341,0.14970866543783473,103,44,44,0,103,frontier_black_collision,2,-4,6,4,0,44,2,-2,2,-4,6,4,3.1538461538461537,0,1,21,-22,3,17,-24,40-77,6:41341:103:21:-22:3:44:2:-4:frontier_black_collision:0:1,1
6:14,6,6,276143,5512003509614796496,40,57018,0.20647997595448736,24,52,52,0,24,missing_black,-6,2,8,6,0,52,-2,-2,-6,2,8,6,5.0,1,0,-29,33,2,-23,31,40-77,6:57018:24:-29:33:2:52:-6:2:missing_black:1:0,1
6:15,6,6,276143,5512003509614796496,40,71767,0.2598907087994264,0,55,55,0,0,frontier_black_collision,-6,-3,9,6,0,55,-2,-2,-6,-3,9,6,4.9423076923076925,0,1,-12,33,1,-9,27,40-77,6:71767:0:-12:33:1:55:-6:-3:frontier_black_collision:0:1,1
6:16,6,6,276143,5512003509614796496,40,85831,0.3108208428241889,0,44,44,0,0,missing_black,-4,-2,6,4,0,44,-2,-2,-4,-2,6,4,3.1538461538461537,1,0,-2,-33,3,-4,-29,40-77,6:85831:0:-2:-33:3:44:-4:-2:missing_black:1:0,1
6:17,6,6,276143,5512003509614796496,40,94440,0.3419967190911955,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,52,0,0,56,-3,40-77,6:94440:30:52:0:0:47:4:-3:missing_black:1:0,1
6:18,6,6,276143,5512003509614796496,40,112453,0.4072274147814719,25,52,52,0,25,missing_black,-2,-4,6,4,0,52,2,-2,-2,-4,6,4,3.0,1,0,-21,-42,3,-25,-40,40-77,6:112453:25:-21:-42:3:52:-2:-4:missing_black:1:0,1
6:19,6,6,276143,5512003509614796496,40,114552,0.4148285489764361,0,61,61,0,0,frontier_black_collision,-7,-2,9,7,0,61,-2,-2,-7,-2,9,7,5.826923076923077,0,1,-46,40,2,-39,42,40-77,6:114552:0:-46:40:2:61:-7:-2:frontier_black_collision:0:1,1
6:20,6,6,276143,5512003509614796496,40,152959,0.5539122845771937,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-14,51,1,-10,54,40-77,6:152959:103:-14:51:1:45:3:-4:missing_black:1:0,1
6:21,6,6,276143,5512003509614796496,40,165152,0.5980669435763355,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-24,52,2,-19,54,40-77,6:165152:0:-24:52:2:45:-5:-2:frontier_black_collision:0:1,1
6:22,6,6,276143,5512003509614796496,40,169071,0.612258865877462,30,40,40,0,30,frontier_black_collision,6,-2,8,6,0,40,2,2,6,-2,8,6,5.230769230769231,0,1,-14,-31,1,-12,-25,40-77,6:169071:30:-14:-31:1:40:6:-2:frontier_black_collision:0:1,1
6:23,6,6,276143,5512003509614796496,40,171726,0.6218734496257374,24,74,74,0,24,missing_black,-3,3,6,3,0,74,-2,-2,-3,3,6,3,1.5769230769230769,1,0,53,1,2,56,-2,40-77,6:171726:24:53:1:2:74:-3:3:missing_black:1:0,1
6:24,6,6,276143,5512003509614796496,40,178404,0.6460565721383487,25,56,56,0,25,missing_black,-2,-2,4,2,0,56,2,-2,-2,-2,4,2,0.9230769230769231,1,0,-60,8,2,-58,10,40-77,6:178404:25:-60:8:2:56:-2:-2:missing_black:1:0,1
6:25,6,6,276143,5512003509614796496,40,180862,0.6549577573938141,31,45,45,0,31,missing_black,-3,-4,7,4,0,45,2,-2,-3,-4,7,4,3.1346153846153846,1,0,-27,-47,0,-30,-51,40-77,6:180862:31:-27:-47:0:45:-3:-4:missing_black:1:0,1
6:26,6,6,276143,5512003509614796496,40,188698,0.6833343593717748,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,1,59,0,4,54,40-77,6:188698:103:1:59:0:46:3:-5:frontier_black_collision:0:1,1
6:27,6,6,276143,5512003509614796496,40,202891,0.7347316426634026,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,-64,13,1,-61,17,40-77,6:202891:30:-64:13:1:47:4:-3:missing_black:1:0,1
6:28,6,6,276143,5512003509614796496,40,211745,0.7667947404062389,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,53,-44,3,48,-47,40-77,6:211745:103:53:-44:3:46:3:-5:frontier_black_collision:0:1,1
6:29,6,6,276143,5512003509614796496,80,220663,0.7990896021264345,100,80,80,0,100,missing_black,-6,-2,8,6,0,80,-2,-2,-6,-2,8,6,4.461538461538462,1,0,58,-13,1,60,-19,78-103,6:220663:100:58:-13:1:80:-6:-2:missing_black:1:0,1
6:30,6,6,276143,5512003509614796496,40,237855,0.8613472005446453,24,77,77,0,24,missing_black,-1,2,3,2,0,77,-2,-2,-1,2,3,2,0.5192307692307692,1,0,-52,41,3,-50,42,40-77,6:237855:24:-52:41:3:77:-1:2:missing_black:1:0,1
6:31,6,6,276143,5512003509614796496,40,240396,0.870548954708249,99,75,75,0,99,frontier_black_collision,-4,7,11,7,0,75,-2,2,-4,7,11,7,5.5576923076923075,0,1,-30,52,0,-34,59,40-77,6:240396:99:-30:52:0:75:-4:7:frontier_black_collision:0:1,1
6:32,6,6,276143,5512003509614796496,40,254370,0.9211531706398497,24,75,75,0,24,missing_black,-2,3,5,3,0,75,-2,-2,-2,3,5,3,1.5576923076923077,1,0,1,77,2,3,74,40-77,6:254370:24:1:77:2:75:-2:3:missing_black:1:0,1
6:33,6,6,276143,5512003509614796496,40,268685,0.9729922540133192,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-59,76,1,-55,79,40-77,6:268685:103:-59:76:1:45:3:-4:missing_black:1:0,1
6:34,6,6,276143,5512003509614796496,40,269872,0.9772907515309097,30,41,41,0,30,frontier_black_collision,7,-2,9,7,0,41,2,2,7,-2,9,7,6.211538461538462,0,1,-32,66,0,-25,64,40-77,6:269872:30:-32:66:0:41:7:-2:frontier_black_collision:0:1,1
6:35,6,6,276143,5512003509614796496,40,270252,0.978666850146482,102,52,52,0,102,missing_black,-6,-2,8,6,0,52,-2,-2,-6,-2,8,6,5.0,1,0,-32,64,2,-26,66,40-77,6:270252:102:-32:64:2:52:-6:-2:missing_black:1:0,1
7:0,7,7,272174,3981815637707193797,40,11240,0.04129711140667367,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,8,-18,0,3,-18,40-77,7:11240:0:8:-18:0:77:-5:0:missing_black:1:0,1
7:1,7,7,272174,3981815637707193797,40,17988,0.06609007473160551,30,40,40,0,30,frontier_black_collision,6,-2,8,6,0,40,2,2,6,-2,8,6,5.230769230769231,0,1,40,20,0,46,18,40-77,7:17988:30:40:20:0:40:6:-2:frontier_black_collision:0:1,1
7:2,7,7,272174,3981815637707193797,40,18550,0.0681549303019392,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,41,19,2,46,21,40-77,7:18550:0:41:19:2:45:-5:-2:frontier_black_collision:0:1,1
7:3,7,7,272174,3981815637707193797,40,23849,0.08762409341083277,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-13,-28,3,-17,-31,40-77,7:23849:103:-13:-28:3:45:3:-4:missing_black:1:0,1
7:4,7,7,272174,3981815637707193797,80,24860,0.09133862896529427,0,165,165,0,0,frontier_black_collision,-9,-4,13,9,1,61,-2,-2,-7,-2,9,7,5.826923076923077,0,1,4,-22,0,-5,-26,104-207,7:24860:0:4:-22:0:165:-9:-4:frontier_black_collision:0:1,1
7:5,7,7,272174,3981815637707193797,40,33854,0.12438366633109701,30,68,68,0,30,missing_black,2,-4,6,4,0,68,2,2,2,-4,6,4,2.6923076923076925,1,0,-17,-35,2,-19,-31,40-77,7:33854:30:-17:-35:2:68:2:-4:missing_black:1:0,1
7:6,7,7,272174,3981815637707193797,40,39375,0.1446684841314747,103,44,44,0,103,frontier_black_collision,2,-4,6,4,0,44,2,-2,2,-4,6,4,3.1538461538461537,0,1,-14,23,1,-10,25,40-77,7:39375:103:-14:23:1:44:2:-4:frontier_black_collision:0:1,1
7:7,7,7,272174,3981815637707193797,40,42744,0.15704659519278108,31,46,46,0,31,missing_black,-3,-3,6,3,0,46,2,-2,-3,-3,6,3,2.1153846153846154,1,0,36,-6,0,33,-9,40-77,7:42744:31:36:-6:0:46:-3:-3:missing_black:1:0,1
7:8,7,7,272174,3981815637707193797,40,57714,0.21204817506448081,102,45,45,0,102,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,43,-5,0,38,-7,40-77,7:57714:102:43:-5:0:45:-5:-2:frontier_black_collision:0:1,1
7:9,7,7,272174,3981815637707193797,40,58665,0.21554226340502766,16,54,54,0,16,frontier_black_collision,7,-1,8,7,0,54,2,2,7,-1,8,7,5.961538461538462,0,1,17,-20,3,16,-27,40-77,7:58665:16:17:-20:3:54:7:-1:frontier_black_collision:0:1,1
7:10,7,7,272174,3981815637707193797,40,68561,0.25190135722001367,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,-17,30,1,-16,26,40-77,7:68561:0:-17:30:1:43:-4:-1:frontier_black_collision:0:1,1
7:11,7,7,272174,3981815637707193797,40,77873,0.28611476481956394,25,46,46,0,25,frontier_black_collision,-1,-7,8,7,0,46,2,-2,-1,-7,8,7,6.115384615384615,0,1,1,-50,3,-6,-49,40-77,7:77873:25:1:-50:3:46:-1:-7:frontier_black_collision:0:1,1
7:12,7,7,272174,3981815637707193797,40,88902,0.32663663685730454,0,77,77,0,0,missing_black,-5,0,5,5,0,77,-2,-2,-5,0,5,5,3.519230769230769,1,0,39,-17,0,34,-17,40-77,7:88902:0:39:-17:0:77:-5:0:missing_black:1:0,1
7:13,7,7,272174,3981815637707193797,40,95640,0.35139285897991723,0,71,71,0,0,frontier_black_collision,-8,-1,9,8,0,71,-2,-2,-8,-1,9,8,6.634615384615385,0,1,58,-22,0,50,-23,40-77,7:95640:0:58:-22:0:71:-8:-1:frontier_black_collision:0:1,1
7:14,7,7,272174,3981815637707193797,40,104340,0.38335770499753835,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,-40,2,2,-43,7,40-77,7:104340:103:-40:2:2:46:3:-5:frontier_black_collision:0:1,1
7:15,7,7,272174,3981815637707193797,40,126136,0.4634388295722589,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-56,28,2,-51,30,40-77,7:126136:0:-56:28:2:45:-5:-2:frontier_black_collision:0:1,1
7:16,7,7,272174,3981815637707193797,40,129508,0.475827962994261,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,-16,36,2,-12,37,40-77,7:129508:0:-16:36:2:43:-4:-1:frontier_black_collision:0:1,1
7:17,7,7,272174,3981815637707193797,40,145943,0.5362121290057096,103,45,45,0,103,missing_black,3,-4,7,4,0,45,2,-2,3,-4,7,4,3.1346153846153846,1,0,-14,41,1,-10,44,40-77,7:145943:103:-14:41:1:45:3:-4:missing_black:1:0,1
7:18,7,7,272174,3981815637707193797,40,153408,0.5636394365369213,103,72,72,0,103,frontier_black_collision,2,-8,10,8,0,72,2,-2,2,-8,10,8,6.615384615384615,0,1,-44,-24,2,-46,-16,40-77,7:153408:103:-44:-24:2:72:2:-8:frontier_black_collision:0:1,1
7:19,7,7,272174,3981815637707193797,80,156107,0.5735558870428475,98,82,82,0,98,missing_black,5,3,8,5,0,82,2,2,5,3,8,5,3.4230769230769234,1,0,-44,-21,1,-47,-16,78-103,7:156107:98:-44:-21:1:82:5:3:missing_black:1:0,1
7:20,7,7,272174,3981815637707193797,40,164309,0.6036910211849773,24,47,47,0,24,frontier_black_collision,-8,1,9,8,0,47,-2,-2,-8,1,9,8,7.096153846153846,0,1,63,-10,1,62,-18,40-77,7:164309:24:63:-10:1:47:-8:1:frontier_black_collision:0:1,1
7:21,7,7,272174,3981815637707193797,40,164369,0.6039114683988919,0,70,70,0,0,frontier_black_collision,-7,-1,8,7,0,70,-2,-2,-7,-1,8,7,5.653846153846153,0,1,61,-20,1,62,-27,40-77,7:164369:0:61:-20:1:70:-7:-1:frontier_black_collision:0:1,1
7:22,7,7,272174,3981815637707193797,40,164499,0.6043891040290402,90,59,59,0,90,frontier_black_collision,0,-3,3,3,0,59,-2,-2,0,-3,3,3,1.8653846153846154,0,1,62,-27,1,65,-27,40-77,7:164499:90:62:-27:1:59:0:-3:frontier_black_collision:0:1,1
7:23,7,7,272174,3981815637707193797,40,184917,0.6794072909241882,30,68,68,0,30,missing_black,2,-4,6,4,0,68,2,2,2,-4,6,4,2.6923076923076925,1,0,-61,36,1,-57,38,40-77,7:184917:30:-61:36:1:68:2:-4:missing_black:1:0,1
7:24,7,7,272174,3981815637707193797,40,185672,0.6821812516992806,0,43,43,0,0,frontier_black_collision,-4,-1,5,4,0,43,-2,-2,-4,-1,5,4,3.1730769230769234,0,1,-20,44,2,-16,45,40-77,7:185672:0:-20:44:2:43:-4:-1:frontier_black_collision:0:1,1
7:25,7,7,272174,3981815637707193797,40,186359,0.6847053722986031,103,46,46,0,103,frontier_black_collision,3,-5,8,5,0,46,2,-2,3,-5,8,5,4.115384615384615,0,1,24,33,1,29,36,40-77,7:186359:103:24:33:1:46:3:-5:frontier_black_collision:0:1,1
7:26,7,7,272174,3981815637707193797,40,192678,0.7079221380440454,31,45,45,0,31,missing_black,-3,-4,7,4,0,45,2,-2,-3,-4,7,4,3.1346153846153846,1,0,-3,-59,0,-6,-63,40-77,7:192678:31:-3:-59:0:45:-3:-4:missing_black:1:0,1
7:27,7,7,272174,3981815637707193797,40,198188,0.728166540521872,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,64,-30,0,59,-32,40-77,7:198188:0:64:-30:0:45:-5:-2:frontier_black_collision:0:1,1
7:28,7,7,272174,3981815637707193797,40,202672,0.7446412956417586,103,62,62,0,103,frontier_black_collision,3,-7,10,7,0,62,2,-2,3,-7,10,7,5.8076923076923075,0,1,-48,-20,2,-51,-13,40-77,7:202672:103:-48:-20:2:62:3:-7:frontier_black_collision:0:1,1
7:29,7,7,272174,3981815637707193797,40,215350,0.7912217919419195,30,47,47,0,30,missing_black,4,-3,7,4,0,47,2,2,4,-3,7,4,3.0961538461538463,1,0,-65,-5,2,-69,-2,40-77,7:215350:30:-65:-5:2:47:4:-3:missing_black:1:0,1
7:30,7,7,272174,3981815637707193797,40,234152,0.8603026005423001,0,45,45,0,0,frontier_black_collision,-5,-2,7,5,0,45,-2,-2,-5,-2,7,5,4.134615384615385,0,1,-56,-8,0,-61,-10,40-77,7:234152:0:-56:-8:0:45:-5:-2:frontier_black_collision:0:1,1
7:31,7,7,272174,3981815637707193797,80,255612,0.9391492207190988,0,98,98,0,0,missing_black,-3,1,4,3,0,98,-2,-2,-3,1,4,3,1.1153846153846154,1,0,-48,58,2,-45,57,78-103,7:255612:0:-48:58:2:98:-3:1:missing_black:1:0,1
