Lpred,H,threshold,deep_bin,bite_bin,deep_count_low,deep_count_high,deep_rate_low,deep_rate_high,bite_count_low,bite_count_high,bite_rate_low,bite_rate_high,n,mean_deep_rate,mean_bite_rate,events,hazard
1040,1040,40,3,0,257,272,0.24711538461538463,0.26153846153846155,0,1,0.0,0.0009615384615384616,116605,0.25494449538724634,0.00011991503201144912,20859,0.178885982590798
1040,1040,40,3,1,257,272,0.24711538461538463,0.26153846153846155,2,28,0.0019230769230769232,0.026923076923076925,103422,0.2545885007357036,0.013544386107398353,30811,0.2979153371623059
1040,1040,40,3,2,257,272,0.24711538461538463,0.26153846153846155,29,61,0.027884615384615386,0.058653846153846154,79112,0.2533099738832406,0.04027182494924138,27633,0.34928961472343006
1040,1040,40,3,3,257,272,0.24711538461538463,0.26153846153846155,62,101,0.05961538461538462,0.09711538461538462,15754,0.2521266882159199,0.06974309332916705,5666,0.35965469087215945
1040,1040,40,3,4,257,272,0.24711538461538463,0.26153846153846155,102,308,0.09807692307692308,0.29615384615384616,283,0.25049945637401483,0.10443055178037546,165,0.5830388692579506
1040,1040,40,4,0,273,349,0.2625,0.33557692307692305,0,1,0.0,0.0009615384615384616,183113,0.27521139216682494,0.0001084555186394163,29323,0.16013609082916014
1040,1040,40,4,1,273,349,0.2625,0.33557692307692305,2,28,0.0019230769230769232,0.026923076923076925,110950,0.2734989340313502,0.01130543904044664,32521,0.2931140153222172
1040,1040,40,4,2,273,349,0.2625,0.33557692307692305,29,61,0.027884615384615386,0.058653846153846154,27205,0.2703661303775263,0.037288217663611116,9493,0.34894320896893954
1040,1040,40,4,3,273,349,0.2625,0.33557692307692305,62,101,0.05961538461538462,0.09711538461538462,1743,0.2673738911690684,0.06783121496976974,555,0.31841652323580033
1040,1040,80,0,0,106,214,0.10192307692307692,0.20576923076923076,0,1,0.0,0.0009615384615384616,49,0.20319858712715855,0.0,0,0.0
1040,1040,80,0,1,106,214,0.10192307692307692,0.20576923076923076,2,28,0.0019230769230769232,0.026923076923076925,420,0.20197573260073395,0.01934523809523819,0,0.0
1040,1040,80,0,2,106,214,0.10192307692307692,0.20576923076923076,29,61,0.027884615384615386,0.058653846153846154,7879,0.20050682437247774,0.048950716119776395,98,0.012438126665820535
1040,1040,80,0,3,106,214,0.10192307692307692,0.20576923076923076,62,101,0.05961538461538462,0.09711538461538462,64503,0.19702522780696458,0.08300289253091181,1227,0.019022371052509184
1040,1040,80,0,4,106,214,0.10192307692307692,0.20576923076923076,102,308,0.09807692307692308,0.29615384615384616,257628,0.18173147836298364,0.13867524477747525,7702,0.02989581877746208
1040,1040,80,1,0,215,238,0.20673076923076922,0.22884615384615384,0,1,0.0,0.0009615384615384616,6432,0.223587142412937,8.8948287409108e-05,43,0.006685323383084577
