Lpred,H,threshold,deep_bin,bite_bin,deep_count_low,deep_count_high,deep_rate_low,deep_rate_high,bite_count_low,bite_count_high,bite_rate_low,bite_rate_high,n,mean_deep_rate,mean_bite_rate,events,hazard
1040,1040,80,1,1,215,238,0.20673076923076922,0.22884615384615384,2,28,0.0019230769230769232,0.026923076923076925,16847,0.22291899721929245,0.016634837976173378,126,0.0074790763934231615
1040,1040,80,1,2,215,238,0.20673076923076922,0.22884615384615384,29,61,0.027884615384615386,0.058653846153846154,84026,0.22062344713816667,0.04633038262883107,1423,0.0169352343322305
1040,1040,80,1,3,215,238,0.20673076923076922,0.22884615384615384,62,101,0.05961538461538462,0.09711538461538462,159255,0.21813007320142414,0.07810075399154015,3253,0.02042636023986688
1040,1040,80,1,4,215,238,0.20673076923076922,0.22884615384615384,102,308,0.09807692307692308,0.29615384615384616,60493,0.21460284978933183,0.11270798655668199,1480,0.024465640652637496
1040,1040,80,2,0,239,256,0.2298076923076923,0.24615384615384617,0,1,0.0,0.0009615384615384616,51189,0.24032892057635322,9.51038158739158e-05,277,0.0054113188380316085
1040,1040,80,2,1,239,256,0.2298076923076923,0.24615384615384617,2,28,0.0019230769230769232,0.026923076923076925,69149,0.23938323820235405,0.015591915784972507,638,0.009226453021735673
1040,1040,80,2,2,239,256,0.2298076923076923,0.24615384615384617,29,61,0.027884615384615386,0.058653846153846154,125319,0.23807602229860914,0.04312695539448954,1773,0.014147894573049578
1040,1040,80,2,3,239,256,0.2298076923076923,0.24615384615384617,62,101,0.05961538461538462,0.09711538461538462,74913,0.23644460907977105,0.07318350825415364,1460,0.019489274224767397
1040,1040,80,2,4,239,256,0.2298076923076923,0.24615384615384617,102,308,0.09807692307692308,0.29615384615384616,5519,0.23473159156481074,0.10791182906602562,86,0.015582533067584708
1040,1040,80,3,0,257,272,0.24711538461538463,0.26153846153846155,0,1,0.0,0.0009615384615384616,116605,0.25494449538724634,0.00011991503201144912,1079,0.0092534625444878
1040,1040,80,3,1,257,272,0.24711538461538463,0.26153846153846155,2,28,0.0019230769230769232,0.026923076923076925,103422,0.2545885007357036,0.013544386107398353,1152,0.011138829262632708
1040,1040,80,3,2,257,272,0.24711538461538463,0.26153846153846155,29,61,0.027884615384615386,0.058653846153846154,79112,0.2533099738832406,0.04027182494924138,1142,0.014435231064819497
1040,1040,80,3,3,257,272,0.24711538461538463,0.26153846153846155,62,101,0.05961538461538462,0.09711538461538462,15754,0.2521266882159199,0.06974309332916705,249,0.01580550971181922
1040,1040,80,3,4,257,272,0.24711538461538463,0.26153846153846155,102,308,0.09807692307692308,0.29615384615384616,283,0.25049945637401483,0.10443055178037546,2,0.007067137809187279
1040,1040,80,4,0,273,349,0.2625,0.33557692307692305,0,1,0.0,0.0009615384615384616,183113,0.27521139216682494,0.0001084555186394163,1569,0.008568479572722854
1040,1040,80,4,1,273,349,0.2625,0.33557692307692305,2,28,0.0019230769230769232,0.026923076923076925,110950,0.2734989340313502,0.01130543904044664,1744,0.015718792248760702
1040,1040,80,4,2,273,349,0.2625,0.33557692307692305,29,61,0.027884615384615386,0.058653846153846154,27205,0.2703661303775263,0.037288217663611116,329,0.012093365190222385
1040,1040,80,4,3,273,349,0.2625,0.33557692307692305,62,101,0.05961538461538462,0.09711538461538462,1743,0.2673738911690684,0.06783121496976974,33,0.0189328743545611
3120,312,40,0,1,449,671,0.1439102564102564,0.21506410256410258,59,119,0.01891025641025641,0.038141025641025644,19,0.2141531713900135,0.03667341430499325,0,0.0
3120,312,40,0,2,449,671,0.1439102564102564,0.21506410256410258,120,182,0.038461538461538464,0.058333333333333334,4092,0.2118940647166415,0.053652451938741165,544,0.13294232649071358
3120,312,40,0,3,449,671,0.1439102564102564,0.21506410256410258,183,258,0.058653846153846154,0.08269230769230769,58200,0.20981037426199778,0.07394073266365157,11603,0.19936426116838488
3120,312,40,0,4,449,671,0.1439102564102564,0.21506410256410258,259,685,0.08301282051282051,0.21955128205128205,262906,0.19846492248288433,0.11182392234561259,55788,0.21219751546180005
3120,312,40,1,0,672,716,0.2153846153846154,0.22948717948717948,0,58,0.0,0.01858974358974359,183,0.22679347064592956,0.014540423146980517,6,0.03278688524590164
3120,312,40,1,1,672,716,0.2153846153846154,0.22948717948717948,59,119,0.01891025641025641,0.038141025641025644,10023,0.2259081676247216,0.03338283486442778,1298,0.1295021450663474
3120,312,40,1,2,672,716,0.2153846153846154,0.22948717948717948,120,182,0.038461538461538464,0.058333333333333334,80101,0.22501824219361147,0.05042874956908022,9649,0.12046041872136427
3120,312,40,1,3,672,716,0.2153846153846154,0.22948717948717948,183,258,0.058653846153846154,0.08269230769230769,174796,0.22280621740153023,0.07008064089071686,25938,0.1483901233437836
3120,312,40,1,4,672,716,0.2153846153846154,0.22948717948717948,259,685,0.08301282051282051,0.21955128205128205,56327,0.22028564431232608,0.09111158036428457,10534,0.1870151082074316
3120,312,40,2,0,717,754,0.2298076923076923,0.24166666666666667,0,58,0.0,0.01858974358974359,10072,0.23846860298159275,0.0113082281929083,789,0.07833598093725179
3120,312,40,2,1,717,754,0.2298076923076923,0.24166666666666667,59,119,0.01891025641025641,0.038141025641025644,78774,0.2373231267571938,0.030758098630740652,7752,0.09840810419681621
3120,312,40,2,2,717,754,0.2298076923076923,0.24166666666666667,120,182,0.038461538461538464,0.058333333333333334,153082,0.23559015337497058,0.048397054838146124,21609,0.14115963993153996
3120,312,40,2,3,717,754,0.2298076923076923,0.24166666666666667,183,258,0.058653846153846154,0.08269230769230769,77862,0.23433134329038152,0.0667594425772074,12099,0.15539030592586883
3120,312,40,2,4,717,754,0.2298076923076923,0.24166666666666667,259,685,0.08301282051282051,0.21955128205128205,3300,0.23255108780108796,0.08751155788655744,575,0.17424242424242425
3120,312,40,3,0,755,793,0.2419871794871795,0.25416666666666665,0,58,0.0,0.01858974358974359,87314,0.2494719360950592,0.009793312289329696,6451,0.07388276794099458
3120,312,40,3,1,755,793,0.2419871794871795,0.25416666666666665,59,119,0.01891025641025641,0.038141025641025644,154629,0.24797955602904492,0.02853147384534748,16191,0.10470868983179094
3120,312,40,3,2,755,793,0.2419871794871795,0.25416666666666665,120,182,0.038461538461538464,0.058333333333333334,73986,0.24660197320757768,0.04633981775483738,10410,0.14070229502878923
3120,312,40,3,3,755,793,0.2419871794871795,0.25416666666666665,183,258,0.058653846153846154,0.08269230769230769,9975,0.24535303001095635,0.06348589422273822,1565,0.1568922305764411
3120,312,40,3,4,755,793,0.2419871794871795,0.25416666666666665,259,685,0.08301282051282051,0.21955128205128205,23,0.24223801560758082,0.08397435897435894,11,0.4782608695652174
3120,312,40,4,0,794,919,0.25448717948717947,0.29455128205128206,0,58,0.0,0.01858974358974359,229614,0.2640797903752551,0.006230774590933067,12867,0.05603752384436489
3120,312,40,4,1,794,919,0.25448717948717947,0.29455128205128206,59,119,0.01891025641025641,0.038141025641025644,77214,0.25990625122468114,0.026501002375676007,7623,0.09872561970627089
3120,312,40,4,2,794,919,0.25448717948717947,0.29455128205128206,120,182,0.038461538461538464,0.058333333333333334,10944,0.2574833769117959,0.04426916399572598,1223,0.11175073099415204
3120,312,40,4,3,794,919,0.25448717948717947,0.29455128205128206,183,258,0.058653846153846154,0.08269230769230769,260,0.25661119329388554,0.06105276134122286,17,0.06538461538461539
3120,312,80,0,1,449,671,0.1439102564102564,0.21506410256410258,59,119,0.01891025641025641,0.038141025641025644,19,0.2141531713900135,0.03667341430499325,0,0.0
3120,312,80,0,2,449,671,0.1439102564102564,0.21506410256410258,120,182,0.038461538461538464,0.058333333333333334,4092,0.2118940647166415,0.053652451938741165,0,0.0
3120,312,80,0,3,449,671,0.1439102564102564,0.21506410256410258,183,258,0.058653846153846154,0.08269230769230769,58200,0.20981037426199778,0.07394073266365157,505,0.008676975945017183
3120,312,80,0,4,449,671,0.1439102564102564,0.21506410256410258,259,685,0.08301282051282051,0.21955128205128205,262906,0.19846492248288433,0.11182392234561259,3754,0.014278867732193255
3120,312,80,1,0,672,716,0.2153846153846154,0.22948717948717948,0,58,0.0,0.01858974358974359,183,0.22679347064592956,0.014540423146980517,0,0.0
3120,312,80,1,1,672,716,0.2153846153846154,0.22948717948717948,59,119,0.01891025641025641,0.038141025641025644,10023,0.2259081676247216,0.03338283486442778,35,0.0034919684725132198
3120,312,80,1,2,672,716,0.2153846153846154,0.22948717948717948,120,182,0.038461538461538464,0.058333333333333334,80101,0.22501824219361147,0.05042874956908022,301,0.0037577558332605085
3120,312,80,1,3,672,716,0.2153846153846154,0.22948717948717948,183,258,0.058653846153846154,0.08269230769230769,174796,0.22280621740153023,0.07008064089071686,1101,0.006298771138927664
3120,312,80,1,4,672,716,0.2153846153846154,0.22948717948717948,259,685,0.08301282051282051,0.21955128205128205,56327,0.22028564431232608,0.09111158036428457,564,0.010012960036927228
3120,312,80,2,0,717,754,0.2298076923076923,0.24166666666666667,0,58,0.0,0.01858974358974359,10072,0.23846860298159275,0.0113082281929083,0,0.0
3120,312,80,2,1,717,754,0.2298076923076923,0.24166666666666667,59,119,0.01891025641025641,0.038141025641025644,78774,0.2373231267571938,0.030758098630740652,272,0.0034529159367303933
3120,312,80,2,2,717,754,0.2298076923076923,0.24166666666666667,120,182,0.038461538461538464,0.058333333333333334,153082,0.23559015337497058,0.048397054838146124,838,0.005474190303236174
3120,312,80,2,3,717,754,0.2298076923076923,0.24166666666666667,183,258,0.058653846153846154,0.08269230769230769,77862,0.23433134329038152,0.0667594425772074,375,0.0048162133004546505
3120,312,80,2,4,717,754,0.2298076923076923,0.24166666666666667,259,685,0.08301282051282051,0.21955128205128205,3300,0.23255108780108796,0.08751155788655744,64,0.019393939393939394
3120,312,80,3,0,755,793,0.2419871794871795,0.25416666666666665,0,58,0.0,0.01858974358974359,87314,0.2494719360950592,0.009793312289329696,225,0.0025769063380443
3120,312,80,3,1,755,793,0.2419871794871795,0.25416666666666665,59,119,0.01891025641025641,0.038141025641025644,154629,0.24797955602904492,0.02853147384534748,535,0.00345989432771343
3120,312,80,3,2,755,793,0.2419871794871795,0.25416666666666665,120,182,0.038461538461538464,0.058333333333333334,73986,0.24660197320757768,0.04633981775483738,607,0.008204254859027383
3120,312,80,3,3,755,793,0.2419871794871795,0.25416666666666665,183,258,0.058653846153846154,0.08269230769230769,9975,0.24535303001095635,0.06348589422273822,1,0.00010025062656641604
3120,312,80,3,4,755,793,0.2419871794871795,0.25416666666666665,259,685,0.08301282051282051,0.21955128205128205,23,0.24223801560758082,0.08397435897435894,0,0.0
3120,312,80,4,0,794,919,0.25448717948717947,0.29455128205128206,0,58,0.0,0.01858974358974359,229614,0.2640797903752551,0.006230774590933067,323,0.0014067086501694148
3120,312,80,4,1,794,919,0.25448717948717947,0.29455128205128206,59,119,0.01891025641025641,0.038141025641025644,77214,0.25990625122468114,0.026501002375676007,330,0.004273836350920817
3120,312,80,4,2,794,919,0.25448717948717947,0.29455128205128206,120,182,0.038461538461538464,0.058333333333333334,10944,0.2574833769117959,0.04426916399572598,36,0.003289473684210526
3120,312,80,4,3,794,919,0.25448717948717947,0.29455128205128206,183,258,0.058653846153846154,0.08269230769230769,260,0.25661119329388554,0.06105276134122286,0,0.0
3120,1040,40,0,1,449,671,0.1439102564102564,0.21506410256410258,59,119,0.01891025641025641,0.038141025641025644,19,0.2141531713900135,0.03667341430499325,0,0.0
3120,1040,40,0,2,449,671,0.1439102564102564,0.21506410256410258,120,182,0.038461538461538464,0.058333333333333334,4092,0.2118940647166415,0.053652451938741165,1407,0.34384164222873903
3120,1040,40,0,3,449,671,0.1439102564102564,0.21506410256410258,183,259,0.058653846153846154,0.08301282051282051,58947,0.2097904658377997,0.07410888007608352,26503,0.44960727433117886
3120,1040,40,0,4,449,671,0.1439102564102564,0.21506410256410258,260,685,0.08333333333333333,0.21955128205128205,261152,0.19839763349344355,0.11198354691360142,127378,0.4877542580566107
3120,1040,40,1,0,672,716,0.2153846153846154,0.22948717948717948,0,58,0.0,0.01858974358974359,183,0.22679347064592956,0.014540423146980517,6,0.03278688524590164
3120,1040,40,1,1,672,716,0.2153846153846154,0.22948717948717948,59,119,0.01891025641025641,0.038141025641025644,10023,0.2259081676247216,0.03338283486442778,3783,0.377431906614786
3120,1040,40,1,2,672,716,0.2153846153846154,0.22948717948717948,120,182,0.038461538461538464,0.058333333333333334,79995,0.22501700426791707,0.050426228562388445,25114,0.31394462153884617
3120,1040,40,1,3,672,716,0.2153846153846154,0.22948717948717948,183,259,0.058653846153846154,0.08301282051282051,175770,0.22279813326853318,0.07020937545134129,64937,0.3694430221311942
3120,1040,40,1,4,672,716,0.2153846153846154,0.22948717948717948,260,685,0.08333333333333333,0.21955128205128205,54673,0.22025507598323857,0.09134591935174567,22978,0.42028057725019663
3120,1040,40,2,0,717,754,0.2298076923076923,0.24166666666666667,0,58,0.0,0.01858974358974359,10069,0.23846777746368888,0.011311119939086772,2619,0.2601052736120767
3120,1040,40,2,1,717,754,0.2298076923076923,0.24166666666666667,59,119,0.01891025641025641,0.038141025641025644,78700,0.23732009741624358,0.030757452839403343,19138,0.2431766200762389
3120,1040,40,2,2,717,754,0.2298076923076923,0.24166666666666667,120,182,0.038461538461538464,0.058333333333333334,152910,0.2355872127728805,0.048399710153046,54580,0.35694199202145055
3120,1040,40,2,3,717,754,0.2298076923076923,0.24166666666666667,183,259,0.058653846153846154,0.08301282051282051,77965,0.23433401657869168,0.0668035007489931,29265,0.37536073879304815
3120,1040,40,2,4,717,754,0.2298076923076923,0.24166666666666667,260,685,0.08333333333333333,0.21955128205128205,3102,0.2324564176957793,0.08779871133594444,1136,0.3662153449387492
3120,1040,40,3,0,755,793,0.2419871794871795,0.25416666666666665,0,58,0.0,0.01858974358974359,86572,0.24947148630988497,0.00985311470398772,22218,0.25664187035069075
3120,1040,40,3,1,755,793,0.2419871794871795,0.25416666666666665,59,119,0.01891025641025641,0.038141025641025644,154146,0.2479805629660114,0.028535290967912744,45059,0.2923137804419187
3120,1040,40,3,2,755,793,0.2419871794871795,0.25416666666666665,120,182,0.038461538461538464,0.058333333333333334,73970,0.24660281541709483,0.04634113188644274,27870,0.37677436798702174
3120,1040,40,3,3,755,793,0.2419871794871795,0.25416666666666665,183,259,0.058653846153846154,0.08301282051282051,9979,0.24535187354987092,0.06349372143039032,3567,0.3574506463573504
3120,1040,40,3,4,755,793,0.2419871794871795,0.25416666666666665,260,685,0.08333333333333333,0.21955128205128205,19,0.24218960863697703,0.08417678812415652,10,0.5263157894736842
3120,1040,40,4,0,794,919,0.25448717948717947,0.29455128205128206,0,58,0.0,0.01858974358974359,228624,0.26407699165909854,0.006236262574669396,46257,0.2023278395968927
3120,1040,40,4,1,794,919,0.25448717948717947,0.29455128205128206,59,119,0.01891025641025641,0.038141025641025644,77214,0.25990625122468114,0.026501002375676007,21909,0.2837438806434066
3120,1040,40,4,2,794,919,0.25448717948717947,0.29455128205128206,120,182,0.038461538461538464,0.058333333333333334,10944,0.2574833769117959,0.04426916399572598,3051,0.2787828947368421
3120,1040,40,4,3,794,919,0.25448717948717947,0.29455128205128206,183,259,0.058653846153846154,0.08301282051282051,260,0.25661119329388554,0.06105276134122286,30,0.11538461538461539
3120,1040,80,0,1,449,671,0.1439102564102564,0.21506410256410258,59,119,0.01891025641025641,0.038141025641025644,19,0.2141531713900135,0.03667341430499325,0,0.0
3120,1040,80,0,2,449,671,0.1439102564102564,0.21506410256410258,120,182,0.038461538461538464,0.058333333333333334,4092,0.2118940647166415,0.053652451938741165,41,0.010019550342130987
3120,1040,80,0,3,449,671,0.1439102564102564,0.21506410256410258,183,259,0.058653846153846154,0.08301282051282051,58947,0.2097904658377997,0.07410888007608352,1270,0.021544777512002306
3120,1040,80,0,4,449,671,0.1439102564102564,0.21506410256410258,260,685,0.08333333333333333,0.21955128205128205,261152,0.19839763349344355,0.11198354691360142,9091,0.034811144467589754
3120,1040,80,1,0,672,716,0.2153846153846154,0.22948717948717948,0,58,0.0,0.01858974358974359,183,0.22679347064592956,0.014540423146980517,0,0.0
3120,1040,80,1,1,672,716,0.2153846153846154,0.22948717948717948,59,119,0.01891025641025641,0.038141025641025644,10023,0.2259081676247216,0.03338283486442778,155,0.015464431806844259
3120,1040,80,1,2,672,716,0.2153846153846154,0.22948717948717948,120,182,0.038461538461538464,0.058333333333333334,79995,0.22501700426791707,0.050426228562388445,1045,0.01306331645727858
3120,1040,80,1,3,672,716,0.2153846153846154,0.22948717948717948,183,259,0.058653846153846154,0.08301282051282051,175770,0.22279813326853318,0.07020937545134129,2695,0.015332536837913182
3120,1040,80,1,4,672,716,0.2153846153846154,0.22948717948717948,260,685,0.08333333333333333,0.21955128205128205,54673,0.22025507598323857,0.09134591935174567,1499,0.02741755528322938
3120,1040,80,2,0,717,754,0.2298076923076923,0.24166666666666667,0,58,0.0,0.01858974358974359,10069,0.23846777746368888,0.011311119939086772,149,0.014797894527758466
3120,1040,80,2,1,717,754,0.2298076923076923,0.24166666666666667,59,119,0.01891025641025641,0.038141025641025644,78700,0.23732009741624358,0.030757452839403343,547,0.006950444726810673
3120,1040,80,2,2,717,754,0.2298076923076923,0.24166666666666667,120,182,0.038461538461538464,0.058333333333333334,152910,0.2355872127728805,0.048399710153046,2412,0.015773984696880516
3120,1040,80,2,3,717,754,0.2298076923076923,0.24166666666666667,183,259,0.058653846153846154,0.08301282051282051,77965,0.23433401657869168,0.0668035007489931,1187,0.015224780350157122
3120,1040,80,2,4,717,754,0.2298076923076923,0.24166666666666667,260,685,0.08333333333333333,0.21955128205128205,3102,0.2324564176957793,0.08779871133594444,133,0.042875564152159894
3120,1040,80,3,0,755,793,0.2419871794871795,0.25416666666666665,0,58,0.0,0.01858974358974359,86572,0.24947148630988497,0.00985311470398772,623,0.007196322136487548
3120,1040,80,3,1,755,793,0.2419871794871795,0.25416666666666665,59,119,0.01891025641025641,0.038141025641025644,154146,0.2479805629660114,0.028535290967912744,1301,0.008440050341883668
3120,1040,80,3,2,755,793,0.2419871794871795,0.25416666666666665,120,182,0.038461538461538464,0.058333333333333334,73970,0.24660281541709483,0.04634113188644274,1682,0.022738948222252264
3120,1040,80,3,3,755,793,0.2419871794871795,0.25416666666666665,183,259,0.058653846153846154,0.08301282051282051,9979,0.24535187354987092,0.06349372143039032,42,0.004208838560978054
3120,1040,80,3,4,755,793,0.2419871794871795,0.25416666666666665,260,685,0.08333333333333333,0.21955128205128205,19,0.24218960863697703,0.08417678812415652,0,0.0
3120,1040,80,4,0,794,919,0.25448717948717947,0.29455128205128206,0,58,0.0,0.01858974358974359,228624,0.26407699165909854,0.006236262574669396,1360,0.005948631814682623
3120,1040,80,4,1,794,919,0.25448717948717947,0.29455128205128206,59,119,0.01891025641025641,0.038141025641025644,77214,0.25990625122468114,0.026501002375676007,1126,0.014582847670111638
3120,1040,80,4,2,794,919,0.25448717948717947,0.29455128205128206,120,182,0.038461538461538464,0.058333333333333334,10944,0.2574833769117959,0.04426916399572598,195,0.01781798245614035
3120,1040,80,4,3,794,919,0.25448717948717947,0.29455128205128206,183,259,0.058653846153846154,0.08301282051282051,260,0.25661119329388554,0.06105276134122286,0,0.0
