offset,rel_x,rel_y,abs_x,abs_y,required_black,actual_black,ok,bad_kind,attempt_id,idx,lock_index,start,kind,phase,is_first_bad
74,-9,-3,-23,67,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
77,-7,-2,-25,66,0,1,0,frontier_black_collision,6:35,6,35,270252,pre_onset_lock,102,0
78,-7,-1,-25,65,1,0,0,missing_black,6:35,6,35,270252,pre_onset_lock,102,0
79,-6,-1,-26,65,1,0,0,missing_black,6:35,6,35,270252,pre_onset_lock,102,0
82,-5,-1,-27,65,1,0,0,missing_black,6:35,6,35,270252,pre_onset_lock,102,0
91,-8,-1,-24,65,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
100,-4,0,-28,64,1,0,0,missing_black,6:35,6,35,270252,pre_onset_lock,102,0
101,-3,0,-29,64,1,0,0,missing_black,6:35,6,35,270252,pre_onset_lock,102,0
119,-4,-5,-28,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
120,-4,-6,-28,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
121,-3,-6,-29,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
133,-5,-6,-27,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
134,-5,-7,-27,71,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
135,-4,-7,-28,71,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
138,-5,-5,-27,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
144,-6,-6,-26,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
151,-8,-5,-24,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
152,-8,-6,-24,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
153,-7,-6,-25,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
161,-9,-6,-23,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
162,-9,-7,-23,71,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
163,-8,-7,-24,71,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
166,-9,-5,-23,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
167,-10,-5,-22,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
168,-10,-6,-22,70,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
176,-10,-4,-22,68,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
177,-11,-4,-21,68,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
178,-11,-5,-21,69,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
181,-9,-4,-23,68,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
195,-10,-3,-22,67,0,0,1,,6:35,6,35,270252,pre_onset_lock,102,0
0,0,0,64,-17,1,1,1,,6:36,6,36,276143,entry,0,0
1,-1,0,64,-18,0,0,1,,6:36,6,36,276143,entry,0,0
2,-1,-1,65,-18,1,1,1,,6:36,6,36,276143,entry,0,0
3,-2,-1,65,-19,1,1,1,,6:36,6,36,276143,entry,0,0
4,-2,0,64,-19,0,0,1,,6:36,6,36,276143,entry,0,0
5,-3,0,64,-20,0,0,1,,6:36,6,36,276143,entry,0,0
6,-3,-1,65,-20,0,0,1,,6:36,6,36,276143,entry,0,0
11,0,-1,65,-17,1,1,1,,6:36,6,36,276143,entry,0,0
12,0,-2,66,-17,1,1,1,,6:36,6,36,276143,entry,0,0
13,-1,-2,66,-18,0,0,1,,6:36,6,36,276143,entry,0,0
14,-1,-3,67,-18,0,0,1,,6:36,6,36,276143,entry,0,0
15,0,-3,67,-17,0,0,1,,6:36,6,36,276143,entry,0,0
27,-2,-3,67,-19,0,0,1,,6:36,6,36,276143,entry,0,0
28,-2,-4,68,-19,0,0,1,,6:36,6,36,276143,entry,0,0
29,-1,-4,68,-18,0,0,1,,6:36,6,36,276143,entry,0,0
32,-2,-2,66,-19,0,0,1,,6:36,6,36,276143,entry,0,0
33,-3,-2,66,-20,1,1,1,,6:36,6,36,276143,entry,0,0
38,-3,-3,67,-20,0,0,1,,6:36,6,36,276143,entry,0,0
43,-4,-1,65,-21,0,0,1,,6:36,6,36,276143,entry,0,0
44,-4,-2,66,-21,1,1,1,,6:36,6,36,276143,entry,0,0
45,-5,-2,66,-22,0,0,1,,6:36,6,36,276143,entry,0,0
46,-5,-3,67,-22,0,0,1,,6:36,6,36,276143,entry,0,0
47,-4,-3,67,-21,0,0,1,,6:36,6,36,276143,entry,0,0
50,-5,-1,65,-22,1,1,1,,6:36,6,36,276143,entry,0,0
55,-6,-3,67,-23,0,0,1,,6:36,6,36,276143,entry,0,0
56,-6,-4,68,-23,0,0,1,,6:36,6,36,276143,entry,0,0
57,-5,-4,68,-22,0,0,1,,6:36,6,36,276143,entry,0,0
60,-6,-2,66,-23,0,0,1,,6:36,6,36,276143,entry,0,0
61,-7,-2,66,-24,0,0,1,,6:36,6,36,276143,entry,0,0
62,-7,-3,67,-24,0,0,1,,6:36,6,36,276143,entry,0,0
70,-7,-1,65,-24,0,0,1,,6:36,6,36,276143,entry,0,0
71,-8,-1,65,-25,0,0,1,,6:36,6,36,276143,entry,0,0
72,-8,-2,66,-25,0,0,1,,6:36,6,36,276143,entry,0,0
75,-6,-1,65,-23,0,0,1,,6:36,6,36,276143,entry,0,0
76,-6,0,64,-23,1,1,1,,6:36,6,36,276143,entry,0,0
77,-5,0,64,-22,1,1,1,,6:36,6,36,276143,entry,0,0
80,-4,0,64,-21,1,1,1,,6:36,6,36,276143,entry,0,0
89,-7,0,64,-24,0,0,1,,6:36,6,36,276143,entry,0,0
98,-3,1,63,-20,1,1,1,,6:36,6,36,276143,entry,0,0
99,-2,1,63,-19,1,1,1,,6:36,6,36,276143,entry,0,0
117,-3,-4,68,-20,0,0,1,,6:36,6,36,276143,entry,0,0
118,-3,-5,69,-20,0,0,1,,6:36,6,36,276143,entry,0,0
119,-2,-5,69,-19,0,0,1,,6:36,6,36,276143,entry,0,0
131,-4,-5,69,-21,0,0,1,,6:36,6,36,276143,entry,0,0
132,-4,-6,70,-21,0,0,1,,6:36,6,36,276143,entry,0,0
133,-3,-6,70,-20,0,0,1,,6:36,6,36,276143,entry,0,0
136,-4,-4,68,-21,0,0,1,,6:36,6,36,276143,entry,0,0
142,-5,-5,69,-22,0,0,1,,6:36,6,36,276143,entry,0,0
149,-7,-4,68,-24,0,0,1,,6:36,6,36,276143,entry,0,0
150,-7,-5,69,-24,0,0,1,,6:36,6,36,276143,entry,0,0
151,-6,-5,69,-23,0,0,1,,6:36,6,36,276143,entry,0,0
159,-8,-5,69,-25,0,0,1,,6:36,6,36,276143,entry,0,0
160,-8,-6,70,-25,0,0,1,,6:36,6,36,276143,entry,0,0
161,-7,-6,70,-24,0,0,1,,6:36,6,36,276143,entry,0,0
164,-8,-4,68,-25,0,0,1,,6:36,6,36,276143,entry,0,0
165,-9,-4,68,-26,0,0,1,,6:36,6,36,276143,entry,0,0
166,-9,-5,69,-26,0,0,1,,6:36,6,36,276143,entry,0,0
174,-9,-3,67,-26,0,0,1,,6:36,6,36,276143,entry,0,0
175,-10,-3,67,-27,0,0,1,,6:36,6,36,276143,entry,0,0
176,-10,-4,68,-27,0,0,1,,6:36,6,36,276143,entry,0,0
179,-8,-3,67,-25,0,0,1,,6:36,6,36,276143,entry,0,0
193,-9,-2,66,-26,0,0,1,,6:36,6,36,276143,entry,0,0
221,-5,-6,70,-22,0,0,1,,6:36,6,36,276143,entry,0,0
222,-5,-7,71,-22,0,0,1,,6:36,6,36,276143,entry,0,0
223,-4,-7,71,-21,0,0,1,,6:36,6,36,276143,entry,0,0
235,-6,-7,71,-23,0,0,1,,6:36,6,36,276143,entry,0,0
236,-6,-8,72,-23,0,0,1,,6:36,6,36,276143,entry,0,0
237,-5,-8,72,-22,0,0,1,,6:36,6,36,276143,entry,0,0
240,-6,-6,70,-23,0,0,1,,6:36,6,36,276143,entry,0,0
246,-7,-7,71,-24,0,0,1,,6:36,6,36,276143,entry,0,0
253,-9,-6,70,-26,0,0,1,,6:36,6,36,276143,entry,0,0
254,-9,-7,71,-26,0,0,1,,6:36,6,36,276143,entry,0,0
255,-8,-7,71,-25,0,0,1,,6:36,6,36,276143,entry,0,0
263,-10,-7,71,-27,0,0,1,,6:36,6,36,276143,entry,0,0
264,-10,-8,72,-27,0,0,1,,6:36,6,36,276143,entry,0,0
265,-9,-8,72,-26,0,0,1,,6:36,6,36,276143,entry,0,0
268,-10,-6,70,-27,0,0,1,,6:36,6,36,276143,entry,0,0
269,-11,-6,70,-28,0,0,1,,6:36,6,36,276143,entry,0,0
270,-11,-7,71,-28,0,0,1,,6:36,6,36,276143,entry,0,0
278,-11,-5,69,-28,0,0,1,,6:36,6,36,276143,entry,0,0
279,-12,-5,69,-29,0,0,1,,6:36,6,36,276143,entry,0,0
280,-12,-6,70,-29,0,0,1,,6:36,6,36,276143,entry,0,0
283,-10,-5,69,-27,0,0,1,,6:36,6,36,276143,entry,0,0
297,-11,-4,68,-28,0,0,1,,6:36,6,36,276143,entry,0,0
325,-7,-8,72,-24,0,0,1,,6:36,6,36,276143,entry,0,0
326,-7,-9,73,-24,0,0,1,,6:36,6,36,276143,entry,0,0
327,-6,-9,73,-23,0,0,1,,6:36,6,36,276143,entry,0,0
339,-8,-9,73,-25,0,0,1,,6:36,6,36,276143,entry,0,0
340,-8,-10,74,-25,0,0,1,,6:36,6,36,276143,entry,0,0
341,-7,-10,74,-24,0,0,1,,6:36,6,36,276143,entry,0,0
344,-8,-8,72,-25,0,0,1,,6:36,6,36,276143,entry,0,0
350,-9,-9,73,-26,0,0,1,,6:36,6,36,276143,entry,0,0
357,-11,-8,72,-28,0,0,1,,6:36,6,36,276143,entry,0,0
358,-11,-9,73,-28,0,0,1,,6:36,6,36,276143,entry,0,0
359,-10,-9,73,-27,0,0,1,,6:36,6,36,276143,entry,0,0
367,-12,-9,73,-29,0,0,1,,6:36,6,36,276143,entry,0,0
368,-12,-10,74,-29,0,0,1,,6:36,6,36,276143,entry,0,0
369,-11,-10,74,-28,0,0,1,,6:36,6,36,276143,entry,0,0
372,-12,-8,72,-29,0,0,1,,6:36,6,36,276143,entry,0,0
373,-13,-8,72,-30,0,0,1,,6:36,6,36,276143,entry,0,0
374,-13,-9,73,-30,0,0,1,,6:36,6,36,276143,entry,0,0
382,-13,-7,71,-30,0,0,1,,6:36,6,36,276143,entry,0,0
383,-14,-7,71,-31,0,0,1,,6:36,6,36,276143,entry,0,0
384,-14,-8,72,-31,0,0,1,,6:36,6,36,276143,entry,0,0
387,-12,-7,71,-29,0,0,1,,6:36,6,36,276143,entry,0,0
401,-13,-6,70,-30,0,0,1,,6:36,6,36,276143,entry,0,0
429,-9,-10,74,-26,0,0,1,,6:36,6,36,276143,entry,0,0
430,-9,-11,75,-26,0,0,1,,6:36,6,36,276143,entry,0,0
431,-8,-11,75,-25,0,0,1,,6:36,6,36,276143,entry,0,0
443,-10,-11,75,-27,0,0,1,,6:36,6,36,276143,entry,0,0
444,-10,-12,76,-27,0,0,1,,6:36,6,36,276143,entry,0,0
445,-9,-12,76,-26,0,0,1,,6:36,6,36,276143,entry,0,0
448,-10,-10,74,-27,0,0,1,,6:36,6,36,276143,entry,0,0
454,-11,-11,75,-28,0,0,1,,6:36,6,36,276143,entry,0,0
461,-13,-10,74,-30,0,0,1,,6:36,6,36,276143,entry,0,0
462,-13,-11,75,-30,0,0,1,,6:36,6,36,276143,entry,0,0
463,-12,-11,75,-29,0,0,1,,6:36,6,36,276143,entry,0,0
471,-14,-11,75,-31,0,0,1,,6:36,6,36,276143,entry,0,0
472,-14,-12,76,-31,0,0,1,,6:36,6,36,276143,entry,0,0
473,-13,-12,76,-30,0,0,1,,6:36,6,36,276143,entry,0,0
476,-14,-10,74,-31,0,0,1,,6:36,6,36,276143,entry,0,0
477,-15,-10,74,-32,0,0,1,,6:36,6,36,276143,entry,0,0
478,-15,-11,75,-32,0,0,1,,6:36,6,36,276143,entry,0,0
486,-15,-9,73,-32,0,0,1,,6:36,6,36,276143,entry,0,0
487,-16,-9,73,-33,0,0,1,,6:36,6,36,276143,entry,0,0
488,-16,-10,74,-33,0,0,1,,6:36,6,36,276143,entry,0,0
491,-14,-9,73,-31,0,0,1,,6:36,6,36,276143,entry,0,0
505,-15,-8,72,-32,0,0,1,,6:36,6,36,276143,entry,0,0
533,-11,-12,76,-28,0,0,1,,6:36,6,36,276143,entry,0,0
534,-11,-13,77,-28,0,0,1,,6:36,6,36,276143,entry,0,0
535,-10,-13,77,-27,0,0,1,,6:36,6,36,276143,entry,0,0
547,-12,-13,77,-29,0,0,1,,6:36,6,36,276143,entry,0,0
548,-12,-14,78,-29,0,0,1,,6:36,6,36,276143,entry,0,0
549,-11,-14,78,-28,0,0,1,,6:36,6,36,276143,entry,0,0
552,-12,-12,76,-29,0,0,1,,6:36,6,36,276143,entry,0,0
558,-13,-13,77,-30,0,0,1,,6:36,6,36,276143,entry,0,0
565,-15,-12,76,-32,0,0,1,,6:36,6,36,276143,entry,0,0
566,-15,-13,77,-32,0,0,1,,6:36,6,36,276143,entry,0,0
567,-14,-13,77,-31,0,0,1,,6:36,6,36,276143,entry,0,0
575,-16,-13,77,-33,0,0,1,,6:36,6,36,276143,entry,0,0
576,-16,-14,78,-33,0,0,1,,6:36,6,36,276143,entry,0,0
577,-15,-14,78,-32,0,0,1,,6:36,6,36,276143,entry,0,0
580,-16,-12,76,-33,0,0,1,,6:36,6,36,276143,entry,0,0
581,-17,-12,76,-34,0,0,1,,6:36,6,36,276143,entry,0,0
582,-17,-13,77,-34,0,0,1,,6:36,6,36,276143,entry,0,0
590,-17,-11,75,-34,0,0,1,,6:36,6,36,276143,entry,0,0
591,-18,-11,75,-35,0,0,1,,6:36,6,36,276143,entry,0,0
592,-18,-12,76,-35,0,0,1,,6:36,6,36,276143,entry,0,0
595,-16,-11,75,-33,0,0,1,,6:36,6,36,276143,entry,0,0
609,-17,-10,74,-34,0,0,1,,6:36,6,36,276143,entry,0,0
637,-13,-14,78,-30,0,0,1,,6:36,6,36,276143,entry,0,0
638,-13,-15,79,-30,0,0,1,,6:36,6,36,276143,entry,0,0
639,-12,-15,79,-29,0,0,1,,6:36,6,36,276143,entry,0,0
651,-14,-15,79,-31,0,0,1,,6:36,6,36,276143,entry,0,0
652,-14,-16,80,-31,0,0,1,,6:36,6,36,276143,entry,0,0
653,-13,-16,80,-30,0,0,1,,6:36,6,36,276143,entry,0,0
656,-14,-14,78,-31,0,0,1,,6:36,6,36,276143,entry,0,0
662,-15,-15,79,-32,0,0,1,,6:36,6,36,276143,entry,0,0
669,-17,-14,78,-34,0,0,1,,6:36,6,36,276143,entry,0,0
670,-17,-15,79,-34,0,0,1,,6:36,6,36,276143,entry,0,0
671,-16,-15,79,-33,0,0,1,,6:36,6,36,276143,entry,0,0
679,-18,-15,79,-35,0,0,1,,6:36,6,36,276143,entry,0,0
680,-18,-16,80,-35,0,0,1,,6:36,6,36,276143,entry,0,0
681,-17,-16,80,-34,0,0,1,,6:36,6,36,276143,entry,0,0
684,-18,-14,78,-35,0,0,1,,6:36,6,36,276143,entry,0,0
685,-19,-14,78,-36,0,0,1,,6:36,6,36,276143,entry,0,0
686,-19,-15,79,-36,0,0,1,,6:36,6,36,276143,entry,0,0
694,-19,-13,77,-36,0,0,1,,6:36,6,36,276143,entry,0,0
695,-20,-13,77,-37,0,0,1,,6:36,6,36,276143,entry,0,0
696,-20,-14,78,-37,0,0,1,,6:36,6,36,276143,entry,0,0
699,-18,-13,77,-35,0,0,1,,6:36,6,36,276143,entry,0,0
713,-19,-12,76,-36,0,0,1,,6:36,6,36,276143,entry,0,0
741,-15,-16,80,-32,0,0,1,,6:36,6,36,276143,entry,0,0
742,-15,-17,81,-32,0,0,1,,6:36,6,36,276143,entry,0,0
743,-14,-17,81,-31,0,0,1,,6:36,6,36,276143,entry,0,0
755,-16,-17,81,-33,0,0,1,,6:36,6,36,276143,entry,0,0
756,-16,-18,82,-33,0,0,1,,6:36,6,36,276143,entry,0,0
757,-15,-18,82,-32,0,0,1,,6:36,6,36,276143,entry,0,0
760,-16,-16,80,-33,0,0,1,,6:36,6,36,276143,entry,0,0
766,-17,-17,81,-34,0,0,1,,6:36,6,36,276143,entry,0,0
773,-19,-16,80,-36,0,0,1,,6:36,6,36,276143,entry,0,0
774,-19,-17,81,-36,0,0,1,,6:36,6,36,276143,entry,0,0
775,-18,-17,81,-35,0,0,1,,6:36,6,36,276143,entry,0,0
783,-20,-17,81,-37,0,0,1,,6:36,6,36,276143,entry,0,0
784,-20,-18,82,-37,0,0,1,,6:36,6,36,276143,entry,0,0
785,-19,-18,82,-36,0,0,1,,6:36,6,36,276143,entry,0,0
788,-20,-16,80,-37,0,0,1,,6:36,6,36,276143,entry,0,0
789,-21,-16,80,-38,0,0,1,,6:36,6,36,276143,entry,0,0
790,-21,-17,81,-38,0,0,1,,6:36,6,36,276143,entry,0,0
798,-21,-15,79,-38,0,0,1,,6:36,6,36,276143,entry,0,0
799,-22,-15,79,-39,0,0,1,,6:36,6,36,276143,entry,0,0
800,-22,-16,80,-39,0,0,1,,6:36,6,36,276143,entry,0,0
803,-20,-15,79,-37,0,0,1,,6:36,6,36,276143,entry,0,0
817,-21,-14,78,-38,0,0,1,,6:36,6,36,276143,entry,0,0
845,-17,-18,82,-34,0,0,1,,6:36,6,36,276143,entry,0,0
846,-17,-19,83,-34,0,0,1,,6:36,6,36,276143,entry,0,0
847,-16,-19,83,-33,0,0,1,,6:36,6,36,276143,entry,0,0
859,-18,-19,83,-35,0,0,1,,6:36,6,36,276143,entry,0,0
860,-18,-20,84,-35,0,0,1,,6:36,6,36,276143,entry,0,0
861,-17,-20,84,-34,0,0,1,,6:36,6,36,276143,entry,0,0
864,-18,-18,82,-35,0,0,1,,6:36,6,36,276143,entry,0,0
870,-19,-19,83,-36,0,0,1,,6:36,6,36,276143,entry,0,0
877,-21,-18,82,-38,0,0,1,,6:36,6,36,276143,entry,0,0
878,-21,-19,83,-38,0,0,1,,6:36,6,36,276143,entry,0,0
879,-20,-19,83,-37,0,0,1,,6:36,6,36,276143,entry,0,0
887,-22,-19,83,-39,0,0,1,,6:36,6,36,276143,entry,0,0
888,-22,-20,84,-39,0,0,1,,6:36,6,36,276143,entry,0,0
889,-21,-20,84,-38,0,0,1,,6:36,6,36,276143,entry,0,0
892,-22,-18,82,-39,0,0,1,,6:36,6,36,276143,entry,0,0
893,-23,-18,82,-40,0,0,1,,6:36,6,36,276143,entry,0,0
894,-23,-19,83,-40,0,0,1,,6:36,6,36,276143,entry,0,0
902,-23,-17,81,-40,0,0,1,,6:36,6,36,276143,entry,0,0
903,-24,-17,81,-41,0,0,1,,6:36,6,36,276143,entry,0,0
904,-24,-18,82,-41,0,0,1,,6:36,6,36,276143,entry,0,0
907,-22,-17,81,-39,0,0,1,,6:36,6,36,276143,entry,0,0
921,-23,-16,80,-40,0,0,1,,6:36,6,36,276143,entry,0,0
949,-19,-20,84,-36,0,0,1,,6:36,6,36,276143,entry,0,0
950,-19,-21,85,-36,0,0,1,,6:36,6,36,276143,entry,0,0
951,-18,-21,85,-35,0,0,1,,6:36,6,36,276143,entry,0,0
963,-20,-21,85,-37,0,0,1,,6:36,6,36,276143,entry,0,0
964,-20,-22,86,-37,0,0,1,,6:36,6,36,276143,entry,0,0
965,-19,-22,86,-36,0,0,1,,6:36,6,36,276143,entry,0,0
968,-20,-20,84,-37,0,0,1,,6:36,6,36,276143,entry,0,0
974,-21,-21,85,-38,0,0,1,,6:36,6,36,276143,entry,0,0
981,-23,-20,84,-40,0,0,1,,6:36,6,36,276143,entry,0,0
982,-23,-21,85,-40,0,0,1,,6:36,6,36,276143,entry,0,0
983,-22,-21,85,-39,0,0,1,,6:36,6,36,276143,entry,0,0
991,-24,-21,85,-41,0,0,1,,6:36,6,36,276143,entry,0,0
992,-24,-22,86,-41,0,0,1,,6:36,6,36,276143,entry,0,0
993,-23,-22,86,-40,0,0,1,,6:36,6,36,276143,entry,0,0
996,-24,-20,84,-41,0,0,1,,6:36,6,36,276143,entry,0,0
997,-25,-20,84,-42,0,0,1,,6:36,6,36,276143,entry,0,0
998,-25,-21,85,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1006,-25,-19,83,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1007,-26,-19,83,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1008,-26,-20,84,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1011,-24,-19,83,-41,0,0,1,,6:36,6,36,276143,entry,0,0
1025,-25,-18,82,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1053,-21,-22,86,-38,0,0,1,,6:36,6,36,276143,entry,0,0
1054,-21,-23,87,-38,0,0,1,,6:36,6,36,276143,entry,0,0
1055,-20,-23,87,-37,0,0,1,,6:36,6,36,276143,entry,0,0
1067,-22,-23,87,-39,0,0,1,,6:36,6,36,276143,entry,0,0
1068,-22,-24,88,-39,0,0,1,,6:36,6,36,276143,entry,0,0
1069,-21,-24,88,-38,0,0,1,,6:36,6,36,276143,entry,0,0
1072,-22,-22,86,-39,0,0,1,,6:36,6,36,276143,entry,0,0
1078,-23,-23,87,-40,0,0,1,,6:36,6,36,276143,entry,0,0
1085,-25,-22,86,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1086,-25,-23,87,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1087,-24,-23,87,-41,0,0,1,,6:36,6,36,276143,entry,0,0
1095,-26,-23,87,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1096,-26,-24,88,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1097,-25,-24,88,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1100,-26,-22,86,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1101,-27,-22,86,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1102,-27,-23,87,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1110,-27,-21,85,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1111,-28,-21,85,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1112,-28,-22,86,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1115,-26,-21,85,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1129,-27,-20,84,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1157,-23,-24,88,-40,0,0,1,,6:36,6,36,276143,entry,0,0
1158,-23,-25,89,-40,0,0,1,,6:36,6,36,276143,entry,0,0
1159,-22,-25,89,-39,0,0,1,,6:36,6,36,276143,entry,0,0
1171,-24,-25,89,-41,0,0,1,,6:36,6,36,276143,entry,0,0
1172,-24,-26,90,-41,0,0,1,,6:36,6,36,276143,entry,0,0
1173,-23,-26,90,-40,0,0,1,,6:36,6,36,276143,entry,0,0
1176,-24,-24,88,-41,0,0,1,,6:36,6,36,276143,entry,0,0
1182,-25,-25,89,-42,0,0,1,,6:36,6,36,276143,entry,0,0
1189,-27,-24,88,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1190,-27,-25,89,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1191,-26,-25,89,-43,0,0,1,,6:36,6,36,276143,entry,0,0
1199,-28,-25,89,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1200,-28,-26,90,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1201,-27,-26,90,-44,0,0,1,,6:36,6,36,276143,entry,0,0
1204,-28,-24,88,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1205,-29,-24,88,-46,0,0,1,,6:36,6,36,276143,entry,0,0
1206,-29,-25,89,-46,0,0,1,,6:36,6,36,276143,entry,0,0
1214,-29,-23,87,-46,0,0,1,,6:36,6,36,276143,entry,0,0
1215,-30,-23,87,-47,0,0,1,,6:36,6,36,276143,entry,0,0
1216,-30,-24,88,-47,0,0,1,,6:36,6,36,276143,entry,0,0
1219,-28,-23,87,-45,0,0,1,,6:36,6,36,276143,entry,0,0
1233,-29,-22,86,-46,0,0,1,,6:36,6,36,276143,entry,0,0
0,0,0,8,-18,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
1,-1,0,7,-18,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
2,-1,-1,7,-19,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
3,-2,-1,6,-19,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
4,-2,0,6,-18,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
5,-3,0,5,-18,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
6,-3,-1,5,-19,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
11,0,-1,8,-19,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
12,0,-2,8,-20,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
13,-1,-2,7,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
14,-1,-3,7,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
15,0,-3,8,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
27,-2,-3,6,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
28,-2,-4,6,-22,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
29,-1,-4,7,-22,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
32,-2,-2,6,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
33,-3,-2,5,-20,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
38,-3,-3,5,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
43,-4,-1,4,-19,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
44,-4,-2,4,-20,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
45,-5,-2,3,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
46,-5,-3,3,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
47,-4,-3,4,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
50,-5,-1,3,-19,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
55,-6,-3,2,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
56,-6,-4,2,-22,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
57,-5,-4,3,-22,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
60,-6,-2,2,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
61,-7,-2,1,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
62,-7,-3,1,-21,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
70,-7,-1,1,-19,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
71,-8,-1,0,-19,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
72,-8,-2,0,-20,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
75,-6,-1,2,-19,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
76,-6,0,2,-18,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
77,-5,0,3,-18,1,0,0,missing_black,7:0,7,0,11240,pre_onset_lock,0,1
80,-4,0,4,-18,1,0,0,missing_black,7:0,7,0,11240,pre_onset_lock,0,0
89,-7,0,1,-18,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
98,-3,1,5,-17,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
99,-2,1,6,-17,1,1,1,,7:0,7,0,11240,pre_onset_lock,0,0
117,-3,-4,5,-22,0,0,1,,7:0,7,0,11240,pre_onset_lock,0,0
