offset,rel_x,rel_y,abs_x,abs_y,required_black,actual_black,ok,bad_kind,attempt_id,idx,lock_index,start,kind,phase,is_first_bad
0,0,0,23,-14,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
1,1,0,23,-15,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
2,1,-1,22,-15,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
3,2,-1,22,-16,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
4,2,-2,21,-16,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
5,1,-2,21,-15,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
8,2,0,23,-16,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
13,3,-2,21,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
14,3,-1,22,-17,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
15,4,-1,22,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
16,4,0,23,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
17,3,0,23,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
20,4,-2,21,-18,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
25,5,0,23,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
26,5,1,24,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
27,4,1,24,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
30,5,-1,22,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
31,6,-1,22,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
32,6,0,23,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
40,6,-2,21,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
41,7,-2,21,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
42,7,-1,22,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
45,5,-2,21,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
46,5,-3,20,-19,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
47,4,-3,20,-18,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
50,3,-3,20,-17,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
51,2,-3,20,-16,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
59,6,-3,20,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
68,2,-4,19,-16,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
69,1,-4,19,-15,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
70,1,-3,20,-15,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
71,0,-3,20,-14,1,0,0,missing_black,0:0,0,0,11757,pre_onset_lock,30,1
72,0,-2,21,-14,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
86,1,1,24,-15,1,1,1,,0:0,0,0,11757,pre_onset_lock,30,0
87,2,1,24,-16,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
88,2,2,25,-16,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
89,1,2,25,-15,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
101,3,2,25,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
102,3,3,26,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
103,2,3,26,-16,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
106,3,1,24,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
112,4,2,25,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
119,6,1,24,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
120,6,2,25,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
121,5,2,25,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
129,7,2,25,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
130,7,3,26,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
131,6,3,26,-20,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
134,7,1,24,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
135,8,1,24,-22,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
136,8,2,25,-22,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
144,8,0,23,-22,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
145,9,0,23,-23,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
146,9,1,24,-23,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
149,7,0,23,-21,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
163,8,-1,22,-22,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
191,4,3,26,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
192,4,4,27,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
193,3,4,27,-17,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
205,5,4,27,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
206,5,5,28,-19,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
207,4,5,28,-18,0,0,1,,0:0,0,0,11757,pre_onset_lock,30,0
0,0,0,-17,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
1,1,0,-18,-17,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
2,1,-1,-18,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
3,2,-1,-19,-16,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
4,2,-2,-19,-15,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
5,1,-2,-18,-15,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
8,2,0,-19,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
13,3,-2,-20,-15,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
14,3,-1,-20,-16,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
15,4,-1,-21,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
16,4,0,-21,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
17,3,0,-20,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
20,4,-2,-21,-15,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
25,5,0,-22,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
26,5,1,-22,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
27,4,1,-21,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
30,5,-1,-22,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
31,6,-1,-23,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
32,6,0,-23,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
40,6,-2,-23,-15,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
41,7,-2,-24,-15,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
42,7,-1,-24,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
45,5,-2,-22,-15,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
46,5,-3,-22,-14,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
47,4,-3,-21,-14,1,0,0,missing_black,0:1,0,1,15538,pre_onset_lock,30,1
50,3,-3,-20,-14,1,0,0,missing_black,0:1,0,1,15538,pre_onset_lock,30,0
51,2,-3,-19,-14,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
59,6,-3,-23,-14,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
68,2,-4,-19,-13,1,0,0,missing_black,0:1,0,1,15538,pre_onset_lock,30,0
69,1,-4,-18,-13,1,0,0,missing_black,0:1,0,1,15538,pre_onset_lock,30,0
70,1,-3,-18,-14,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
71,0,-3,-17,-14,1,0,0,missing_black,0:1,0,1,15538,pre_onset_lock,30,0
72,0,-2,-17,-15,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
86,1,1,-18,-18,1,1,1,,0:1,0,1,15538,pre_onset_lock,30,0
87,2,1,-19,-18,0,1,0,frontier_black_collision,0:1,0,1,15538,pre_onset_lock,30,0
88,2,2,-19,-19,0,1,0,frontier_black_collision,0:1,0,1,15538,pre_onset_lock,30,0
89,1,2,-18,-19,0,1,0,frontier_black_collision,0:1,0,1,15538,pre_onset_lock,30,0
101,3,2,-20,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
102,3,3,-20,-20,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
103,2,3,-19,-20,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
106,3,1,-20,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
112,4,2,-21,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
119,6,1,-23,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
120,6,2,-23,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
121,5,2,-22,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
129,7,2,-24,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
130,7,3,-24,-20,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
131,6,3,-23,-20,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
134,7,1,-24,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
135,8,1,-25,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
136,8,2,-25,-19,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
144,8,0,-25,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
145,9,0,-26,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
146,9,1,-26,-18,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
149,7,0,-24,-17,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
163,8,-1,-25,-16,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
191,4,3,-21,-20,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
192,4,4,-21,-21,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
193,3,4,-20,-21,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
205,5,4,-22,-21,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
206,5,5,-22,-22,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
207,4,5,-21,-22,0,0,1,,0:1,0,1,15538,pre_onset_lock,30,0
0,0,0,25,-12,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
1,-1,0,25,-13,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
2,-1,-1,26,-13,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
3,-2,-1,26,-14,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
4,-2,0,25,-14,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
5,-3,0,25,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
6,-3,-1,26,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
11,0,-1,26,-12,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
12,0,-2,27,-12,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
13,-1,-2,27,-13,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
14,-1,-3,28,-13,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
15,0,-3,28,-12,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
27,-2,-3,28,-14,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
28,-2,-4,29,-14,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
29,-1,-4,29,-13,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
32,-2,-2,27,-14,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
33,-3,-2,27,-15,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
38,-3,-3,28,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
43,-4,-1,26,-16,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
44,-4,-2,27,-16,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
45,-5,-2,27,-17,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
46,-5,-3,28,-17,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
47,-4,-3,28,-16,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
50,-5,-1,26,-17,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
55,-6,-3,28,-18,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
56,-6,-4,29,-18,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
57,-5,-4,29,-17,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
60,-6,-2,27,-18,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
61,-7,-2,27,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
62,-7,-3,28,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
70,-7,-1,26,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
71,-8,-1,26,-20,0,1,0,frontier_black_collision,0:2,0,2,26449,pre_onset_lock,0,1
72,-8,-2,27,-20,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
75,-6,-1,26,-18,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
76,-6,0,25,-18,1,0,0,missing_black,0:2,0,2,26449,pre_onset_lock,0,0
77,-5,0,25,-17,1,0,0,missing_black,0:2,0,2,26449,pre_onset_lock,0,0
80,-4,0,25,-16,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
89,-7,0,25,-19,0,1,0,frontier_black_collision,0:2,0,2,26449,pre_onset_lock,0,0
98,-3,1,24,-15,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
99,-2,1,24,-14,1,1,1,,0:2,0,2,26449,pre_onset_lock,0,0
117,-3,-4,29,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
118,-3,-5,30,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
119,-2,-5,30,-14,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
131,-4,-5,30,-16,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
132,-4,-6,31,-16,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
133,-3,-6,31,-15,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
136,-4,-4,29,-16,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
142,-5,-5,30,-17,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
149,-7,-4,29,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
150,-7,-5,30,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
151,-6,-5,30,-18,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
159,-8,-5,30,-20,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
160,-8,-6,31,-20,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
161,-7,-6,31,-19,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
164,-8,-4,29,-20,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
165,-9,-4,29,-21,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
166,-9,-5,30,-21,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
174,-9,-3,28,-21,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
175,-10,-3,28,-22,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
176,-10,-4,29,-22,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
179,-8,-3,28,-20,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
193,-9,-2,27,-21,0,0,1,,0:2,0,2,26449,pre_onset_lock,0,0
0,0,0,30,15,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
1,-1,0,30,14,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
2,-1,-1,31,14,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
3,-2,-1,31,13,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
4,-2,0,30,13,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
5,-3,0,30,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
6,-3,-1,31,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
11,0,-1,31,15,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
12,0,-2,32,15,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
13,-1,-2,32,14,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
14,-1,-3,33,14,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
15,0,-3,33,15,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
27,-2,-3,33,13,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
28,-2,-4,34,13,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
29,-1,-4,34,14,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
32,-2,-2,32,13,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
33,-3,-2,32,12,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
38,-3,-3,33,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
43,-4,-1,31,11,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
44,-4,-2,32,11,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
45,-5,-2,32,10,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
46,-5,-3,33,10,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
47,-4,-3,33,11,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
50,-5,-1,31,10,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
55,-6,-3,33,9,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
56,-6,-4,34,9,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,1
57,-5,-4,34,10,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
60,-6,-2,32,9,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
61,-7,-2,32,8,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
62,-7,-3,33,8,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
70,-7,-1,31,8,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
71,-8,-1,31,7,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
72,-8,-2,32,7,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
75,-6,-1,31,9,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
76,-6,0,30,9,1,0,0,missing_black,0:3,0,3,28939,pre_onset_lock,0,0
77,-5,0,30,10,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
80,-4,0,30,11,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
89,-7,0,30,8,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
98,-3,1,29,12,1,1,1,,0:3,0,3,28939,pre_onset_lock,0,0
99,-2,1,29,13,1,0,0,missing_black,0:3,0,3,28939,pre_onset_lock,0,0
117,-3,-4,34,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
118,-3,-5,35,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
119,-2,-5,35,13,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
131,-4,-5,35,11,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
132,-4,-6,36,11,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
133,-3,-6,36,12,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
136,-4,-4,34,11,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
142,-5,-5,35,10,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
149,-7,-4,34,8,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
150,-7,-5,35,8,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
151,-6,-5,35,9,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
159,-8,-5,35,7,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
160,-8,-6,36,7,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
161,-7,-6,36,8,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
164,-8,-4,34,7,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
165,-9,-4,34,6,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
166,-9,-5,35,6,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
174,-9,-3,33,6,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
175,-10,-3,33,5,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
176,-10,-4,34,5,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
179,-8,-3,33,7,0,0,1,,0:3,0,3,28939,pre_onset_lock,0,0
193,-9,-2,32,6,0,1,0,frontier_black_collision,0:3,0,3,28939,pre_onset_lock,0,0
0,0,0,18,29,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
1,1,0,18,30,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
2,1,-1,19,30,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
3,2,-1,19,31,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
4,2,-2,20,31,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
5,1,-2,20,30,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
6,1,-3,21,30,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
7,2,-3,21,31,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
12,2,0,18,31,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
13,3,0,18,32,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
14,3,-1,19,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
15,4,-1,19,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
16,4,0,18,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
28,4,-2,20,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
29,5,-2,20,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
30,5,-1,19,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
33,3,-2,20,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
34,3,-3,21,32,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
39,4,-3,21,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
44,2,-4,22,31,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
45,3,-4,22,32,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
46,3,-5,23,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
47,4,-5,23,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
48,4,-4,22,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
51,2,-5,23,31,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
56,4,-6,24,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
57,5,-6,24,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
58,5,-5,23,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
61,3,-6,24,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
62,3,-7,25,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
63,4,-7,25,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
71,2,-7,25,31,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
72,2,-8,26,31,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
73,3,-8,26,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
76,2,-6,24,31,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
77,1,-6,24,30,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
78,1,-5,23,30,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
81,1,-4,22,30,1,1,1,,0:4,0,4,34567,pre_onset_lock,103,0
90,1,-7,25,30,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
99,0,-3,21,29,1,0,0,missing_black,0:4,0,4,34567,pre_onset_lock,103,1
100,0,-2,20,29,1,0,0,missing_black,0:4,0,4,34567,pre_onset_lock,103,0
118,5,-3,21,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
119,6,-3,21,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
120,6,-2,20,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
132,6,-4,22,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
133,7,-4,22,36,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
134,7,-3,21,36,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
137,5,-4,22,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
143,6,-5,23,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
150,5,-7,25,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
151,6,-7,25,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
152,6,-6,24,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
160,6,-8,26,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
161,7,-8,26,36,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
162,7,-7,25,36,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
165,5,-8,26,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
166,5,-9,27,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
167,6,-9,27,35,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
175,4,-9,27,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
176,4,-10,28,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
177,5,-10,28,34,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
180,4,-8,26,33,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
194,3,-9,27,32,0,0,1,,0:4,0,4,34567,pre_onset_lock,103,0
0,0,0,35,-13,1,1,1,,0:5,0,5,36426,pre_onset_lock,0,0
1,-1,0,34,-13,0,0,1,,0:5,0,5,36426,pre_onset_lock,0,0
2,-1,-1,34,-14,1,1,1,,0:5,0,5,36426,pre_onset_lock,0,0
3,-2,-1,33,-14,1,1,1,,0:5,0,5,36426,pre_onset_lock,0,0
4,-2,0,33,-13,0,0,1,,0:5,0,5,36426,pre_onset_lock,0,0
5,-3,0,32,-13,0,0,1,,0:5,0,5,36426,pre_onset_lock,0,0
6,-3,-1,32,-14,0,0,1,,0:5,0,5,36426,pre_onset_lock,0,0
11,0,-1,35,-14,1,1,1,,0:5,0,5,36426,pre_onset_lock,0,0
12,0,-2,35,-15,1,1,1,,0:5,0,5,36426,pre_onset_lock,0,0
