idx,shard,onset,rngstate,threshold,start,kind,phase,is_gate,depth,death_step,first_bad_offset,bad_rel_x,bad_rel_y,bad_abs_x,bad_abs_y,required_black,actual_black,bad_kind,exogenous_reads_checked,verdict
4,4,286748,7781527330408340496,40,46504,pre_onset_lock,40,0,41,46545,41,1,-2,-43,16,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,47044,pre_onset_lock,0,1,685,47729,685,-19,-14,-25,32,0,1,frontier_black_collision,166,gate_exact_death
4,4,286748,7781527330408340496,80,47044,pre_onset_lock,0,1,685,47729,685,-19,-14,-25,32,0,1,frontier_black_collision,166,gate_exact_death
4,4,286748,7781527330408340496,40,48398,pre_onset_lock,57,0,44,48442,44,4,-4,-31,29,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,49386,pre_onset_lock,40,0,41,49427,41,1,-2,4,41,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,51265,pre_onset_lock,41,0,40,51305,40,-2,0,37,12,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,51318,pre_onset_lock,103,1,45,51363,45,3,-4,40,7,1,0,missing_black,21,gate_exact_death
4,4,286748,7781527330408340496,40,51948,pre_onset_lock,41,0,40,51988,40,-2,0,42,6,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,52011,pre_onset_lock,31,1,67,52078,67,-4,-1,43,9,1,0,missing_black,28,gate_exact_death
4,4,286748,7781527330408340496,40,52228,pre_onset_lock,0,1,99,52327,99,-2,1,44,11,1,0,missing_black,40,gate_exact_death
4,4,286748,7781527330408340496,80,52228,pre_onset_lock,0,1,99,52327,99,-2,1,44,11,1,0,missing_black,40,gate_exact_death
4,4,286748,7781527330408340496,40,52532,pre_onset_lock,40,0,41,52573,41,1,-2,47,14,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,53114,pre_onset_lock,30,1,47,53161,47,4,-3,33,-2,1,0,missing_black,25,gate_exact_death
4,4,286748,7781527330408340496,40,53172,pre_onset_lock,48,0,41,53213,41,3,-2,29,2,0,1,frontier_black_collision,21,mute_early_death
4,4,286748,7781527330408340496,40,54098,pre_onset_lock,23,0,54,54152,54,1,5,22,-10,1,0,missing_black,30,mute_early_death
4,4,286748,7781527330408340496,40,54923,pre_onset_lock,40,0,41,54964,41,1,-2,24,-10,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,57753,pre_onset_lock,30,1,47,57800,47,4,-3,22,-34,1,0,missing_black,25,gate_exact_death
4,4,286748,7781527330408340496,40,59640,pre_onset_lock,24,1,77,59717,77,-1,2,-15,-42,1,0,missing_black,36,gate_exact_death
4,4,286748,7781527330408340496,40,59850,pre_onset_lock,36,0,62,59912,62,-1,3,-22,-34,1,0,missing_black,27,mute_early_death
4,4,286748,7781527330408340496,40,59921,pre_onset_lock,0,1,70,59991,70,-7,-1,-24,-27,0,1,frontier_black_collision,31,gate_exact_death
4,4,286748,7781527330408340496,40,60085,pre_onset_lock,100,1,49,60134,49,-5,-4,-27,-27,0,1,frontier_black_collision,25,gate_exact_death
4,4,286748,7781527330408340496,40,62447,pre_onset_lock,31,1,46,62493,46,-3,-3,-31,-32,1,0,missing_black,24,gate_exact_death
4,4,286748,7781527330408340496,40,66123,pre_onset_lock,40,0,41,66164,41,1,-2,-36,34,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,69193,pre_onset_lock,41,0,40,69233,40,-2,0,-43,-18,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,70368,pre_onset_lock,58,0,42,70410,42,-3,-3,-21,-17,0,1,frontier_black_collision,21,mute_early_death
4,4,286748,7781527330408340496,40,72735,pre_onset_lock,41,0,40,72775,40,-2,0,50,-5,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,74744,pre_onset_lock,40,0,41,74785,41,1,-2,49,16,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,82383,pre_onset_lock,0,1,45,82428,45,-5,-2,-48,-14,0,1,frontier_black_collision,21,gate_exact_death
4,4,286748,7781527330408340496,40,82917,pre_onset_lock,41,0,61,82978,61,-1,2,-45,-19,1,0,missing_black,28,mute_early_death
4,4,286748,7781527330408340496,40,88251,pre_onset_lock,41,0,40,88291,40,-2,0,34,-17,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,89916,pre_onset_lock,40,0,41,89957,41,1,-2,39,24,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,95200,pre_onset_lock,40,0,41,95241,41,1,-2,-49,-20,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,95326,pre_onset_lock,41,0,40,95366,40,-2,0,-51,-17,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,97060,pre_onset_lock,41,0,40,97100,40,-2,0,-30,-50,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,97542,pre_onset_lock,41,0,40,97582,40,-2,0,-25,-53,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,97595,pre_onset_lock,103,1,45,97640,45,3,-4,-30,-56,1,0,missing_black,21,gate_exact_death
4,4,286748,7781527330408340496,40,97721,pre_onset_lock,41,0,40,97761,40,-2,0,-37,-34,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,100517,pre_onset_lock,29,0,48,100565,48,4,4,11,44,1,0,missing_black,26,mute_early_death
4,4,286748,7781527330408340496,40,103313,pre_onset_lock,40,0,41,103354,41,1,-2,37,25,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,105416,pre_onset_lock,41,0,40,105456,40,-2,0,34,-26,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,108141,pre_onset_lock,36,0,41,108182,41,-3,2,37,-33,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,108185,pre_onset_lock,41,0,40,108225,40,-2,0,35,-32,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,108810,pre_onset_lock,29,0,47,108857,47,4,5,-3,-40,1,0,missing_black,25,mute_early_death
4,4,286748,7781527330408340496,40,112393,pre_onset_lock,42,0,59,112452,59,-2,-1,20,-4,1,0,missing_black,26,mute_early_death
4,4,286748,7781527330408340496,40,119260,pre_onset_lock,102,1,40,119300,40,-4,-4,46,22,0,1,frontier_black_collision,20,gate_exact_death
4,4,286748,7781527330408340496,40,120114,pre_onset_lock,23,0,54,120168,54,1,5,58,-14,1,0,missing_black,30,mute_early_death
4,4,286748,7781527330408340496,40,120807,pre_onset_lock,40,0,41,120848,41,1,-2,60,-14,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,121489,pre_onset_lock,41,0,40,121529,40,-2,0,61,-20,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,124565,pre_onset_lock,40,0,41,124606,41,1,-2,-23,-55,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,125351,pre_onset_lock,41,0,40,125391,40,-2,0,-32,-61,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,125448,pre_onset_lock,40,0,41,125489,41,1,-2,-37,-54,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,125633,pre_onset_lock,48,0,50,125683,50,-1,-3,-34,-49,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,126261,pre_onset_lock,41,0,40,126301,40,-2,0,-41,-30,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,126388,pre_onset_lock,40,0,41,126429,41,1,-2,-51,-22,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,126996,pre_onset_lock,41,0,40,127036,40,-2,0,-50,12,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,134939,pre_onset_lock,0,1,43,134982,43,-4,-1,-45,-27,0,1,frontier_black_collision,19,gate_exact_death
4,4,286748,7781527330408340496,40,135455,pre_onset_lock,31,1,46,135501,46,-3,-3,-59,-6,1,0,missing_black,24,gate_exact_death
4,4,286748,7781527330408340496,40,136058,pre_onset_lock,41,0,40,136098,40,-2,0,-43,43,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,139277,pre_onset_lock,40,0,41,139318,41,1,-2,-45,45,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,139923,pre_onset_lock,6,0,51,139974,51,-2,-3,-45,19,0,1,frontier_black_collision,26,mute_early_death
4,4,286748,7781527330408340496,40,145861,pre_onset_lock,36,0,41,145902,41,-3,2,-63,5,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,146001,pre_onset_lock,40,0,41,146042,41,1,-2,-65,5,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,148155,pre_onset_lock,23,0,76,148231,76,2,2,-38,-35,1,0,missing_black,35,mute_early_death
4,4,286748,7781527330408340496,40,148417,pre_onset_lock,41,0,57,148474,57,-3,0,-45,-29,1,0,missing_black,24,mute_early_death
4,4,286748,7781527330408340496,40,148476,pre_onset_lock,30,1,41,148517,41,7,-2,-53,-26,0,1,frontier_black_collision,21,gate_exact_death
4,4,286748,7781527330408340496,40,148516,pre_onset_lock,40,0,41,148557,41,1,-2,-53,-24,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,150396,pre_onset_lock,24,1,74,150470,74,-3,3,-55,-25,1,0,missing_black,33,gate_exact_death
4,4,286748,7781527330408340496,40,150997,pre_onset_lock,36,0,41,151038,41,-3,2,-49,-35,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,151041,pre_onset_lock,41,0,40,151081,40,-2,0,-51,-34,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,167684,pre_onset_lock,41,0,40,167724,40,-2,0,-40,50,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,167962,pre_onset_lock,0,1,70,168032,70,-7,-1,-14,50,0,1,frontier_black_collision,31,gate_exact_death
4,4,286748,7781527330408340496,40,168109,pre_onset_lock,99,1,50,168159,50,-5,5,-14,53,0,1,frontier_black_collision,26,gate_exact_death
4,4,286748,7781527330408340496,40,175661,pre_onset_lock,23,0,54,175715,54,1,5,-70,-13,1,0,missing_black,30,mute_early_death
4,4,286748,7781527330408340496,40,175866,pre_onset_lock,40,0,41,175907,41,1,-2,-70,-15,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,175917,pre_onset_lock,0,1,77,175994,77,-5,0,-71,-9,1,0,missing_black,36,gate_exact_death
4,4,286748,7781527330408340496,40,184367,pre_onset_lock,41,0,40,184407,40,-2,0,-46,-49,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,186967,pre_onset_lock,58,0,41,187008,41,-3,-4,-26,-52,1,0,missing_black,20,mute_early_death
4,4,286748,7781527330408340496,40,188405,pre_onset_lock,103,1,46,188451,46,3,-5,-54,-39,0,1,frontier_black_collision,22,gate_exact_death
4,4,286748,7781527330408340496,40,196798,pre_onset_lock,41,0,40,196838,40,-2,0,-53,49,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,201014,pre_onset_lock,41,0,40,201054,40,-2,0,-59,55,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,201428,pre_onset_lock,57,0,41,201469,41,5,-2,-23,54,1,0,missing_black,20,mute_early_death
4,4,286748,7781527330408340496,40,205035,pre_onset_lock,41,0,40,205075,40,-2,0,-2,59,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,207750,pre_onset_lock,40,0,41,207791,41,1,-2,0,61,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,207935,pre_onset_lock,41,0,40,207975,40,-2,0,12,57,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,214239,pre_onset_lock,40,0,41,214280,41,1,-2,40,-26,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,221396,pre_onset_lock,16,1,61,221457,61,5,-2,19,60,1,0,missing_black,33,gate_exact_death
4,4,286748,7781527330408340496,40,221560,pre_onset_lock,40,0,41,221601,41,1,-2,19,62,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,221611,pre_onset_lock,0,1,77,221688,77,-5,0,20,56,1,0,missing_black,36,gate_exact_death
4,4,286748,7781527330408340496,40,222001,pre_onset_lock,41,0,40,222041,40,-2,0,19,44,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,222711,pre_onset_lock,40,0,41,222752,41,1,-2,66,6,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,222965,pre_onset_lock,0,1,71,223036,71,-8,-1,66,-14,0,1,frontier_black_collision,32,gate_exact_death
4,4,286748,7781527330408340496,40,231425,pre_onset_lock,102,1,40,231465,40,-4,-4,-9,-4,0,1,frontier_black_collision,20,gate_exact_death
4,4,286748,7781527330408340496,40,238904,pre_onset_lock,40,0,41,238945,41,1,-2,-57,-58,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,239087,pre_onset_lock,25,1,52,239139,52,-2,-4,-62,-51,1,0,missing_black,28,gate_exact_death
4,4,286748,7781527330408340496,40,239288,pre_onset_lock,30,1,68,239356,68,2,-4,-62,-52,1,0,missing_black,29,gate_exact_death
4,4,286748,7781527330408340496,40,243122,pre_onset_lock,40,0,41,243163,41,1,-2,-36,61,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,245835,pre_onset_lock,41,0,40,245875,40,-2,0,50,31,1,0,missing_black,22,mute_early_death
4,4,286748,7781527330408340496,40,246064,pre_onset_lock,24,1,74,246138,74,-3,3,61,15,1,0,missing_black,33,gate_exact_death
4,4,286748,7781527330408340496,40,264541,pre_onset_lock,40,0,41,264582,41,1,-2,1,-51,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,264817,pre_onset_lock,40,0,41,264858,41,1,-2,3,-53,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,264914,pre_onset_lock,24,1,52,264966,52,-6,2,-9,-49,1,0,missing_black,28,gate_exact_death
4,4,286748,7781527330408340496,40,276200,pre_onset_lock,23,0,78,276278,78,1,1,-61,55,1,0,missing_black,37,mute_early_death
4,4,286748,7781527330408340496,40,281664,pre_onset_lock,58,0,40,281704,40,-2,-4,-8,32,1,0,missing_black,19,mute_early_death
4,4,286748,7781527330408340496,40,284502,pre_onset_lock,102,1,79,284581,79,-6,-1,-39,70,1,0,missing_black,38,gate_exact_death
4,4,286748,7781527330408340496,40,284669,pre_onset_lock,24,1,77,284746,77,-1,2,-47,69,1,0,missing_black,36,gate_exact_death
4,4,286748,7781527330408340496,40,284905,pre_onset_lock,40,0,41,284946,41,1,-2,-49,73,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,40,286223,pre_onset_lock,40,0,41,286264,41,1,-2,2,72,1,0,missing_black,23,mute_early_death
4,4,286748,7781527330408340496,0,286748,entry,0,1,1248,,,,,,,,,,282,entry_ok
5,5,285796,16489936061346709332,40,1013,pre_onset_lock,41,0,40,1053,40,-2,0,9,-4,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,1517,pre_onset_lock,40,0,41,1558,41,1,-2,11,-9,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,1586,pre_onset_lock,40,0,41,1627,41,1,-2,6,-9,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,1726,pre_onset_lock,40,0,41,1767,41,1,-2,4,-11,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,2661,pre_onset_lock,41,0,40,2701,40,-2,0,11,8,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,3024,pre_onset_lock,40,0,41,3065,41,1,-2,13,10,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,3554,pre_onset_lock,23,0,54,3608,54,1,5,20,0,1,0,missing_black,30,mute_early_death
5,5,285796,16489936061346709332,40,4374,pre_onset_lock,23,0,54,4428,54,1,5,16,-20,1,0,missing_black,30,mute_early_death
5,5,285796,16489936061346709332,40,4591,pre_onset_lock,40,0,41,4632,41,1,-2,18,-20,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,4642,pre_onset_lock,0,1,77,4719,77,-5,0,12,-21,1,0,missing_black,36,gate_exact_death
5,5,285796,16489936061346709332,40,4878,pre_onset_lock,40,0,41,4919,41,1,-2,12,-23,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,9796,pre_onset_lock,36,0,45,9841,45,-1,2,5,-32,1,0,missing_black,25,mute_early_death
5,5,285796,16489936061346709332,40,9855,pre_onset_lock,100,1,48,9903,48,-4,-4,2,-27,1,0,missing_black,24,gate_exact_death
5,5,285796,16489936061346709332,40,12842,pre_onset_lock,41,0,40,12882,40,-2,0,-15,11,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,12895,pre_onset_lock,103,1,45,12940,45,3,-4,-10,14,1,0,missing_black,21,gate_exact_death
5,5,285796,16489936061346709332,40,13214,pre_onset_lock,30,1,40,13254,40,6,-2,-17,-5,0,1,frontier_black_collision,20,gate_exact_death
5,5,285796,16489936061346709332,40,17809,pre_onset_lock,40,0,41,17850,41,1,-2,21,17,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,17851,pre_onset_lock,36,0,41,17892,41,-3,2,22,20,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,17890,pre_onset_lock,40,0,41,17931,41,1,-2,22,19,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,17941,pre_onset_lock,0,1,71,18012,71,-8,-1,24,10,0,1,frontier_black_collision,32,gate_exact_death
5,5,285796,16489936061346709332,40,19075,pre_onset_lock,0,1,76,19151,76,-6,0,26,-17,1,0,missing_black,35,gate_exact_death
5,5,285796,16489936061346709332,40,20273,pre_onset_lock,40,0,41,20314,41,1,-2,5,15,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,20526,pre_onset_lock,23,0,47,20573,47,0,7,27,10,0,1,frontier_black_collision,25,mute_early_death
5,5,285796,16489936061346709332,40,22189,pre_onset_lock,41,0,40,22229,40,-2,0,41,4,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,25445,pre_onset_lock,23,0,54,25499,54,1,5,22,-51,1,0,missing_black,30,mute_early_death
5,5,285796,16489936061346709332,40,25601,pre_onset_lock,0,1,71,25672,71,-8,-1,18,-36,0,1,frontier_black_collision,32,gate_exact_death
5,5,285796,16489936061346709332,40,26272,pre_onset_lock,41,0,40,26312,40,-2,0,32,-20,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,26888,pre_onset_lock,0,1,98,26986,98,-3,1,33,-17,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,80,26888,pre_onset_lock,0,1,98,26986,98,-3,1,33,-17,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,40,27488,pre_onset_lock,40,0,41,27529,41,1,-2,35,-14,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,29567,pre_onset_lock,40,0,41,29608,41,1,-2,8,20,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,29618,pre_onset_lock,0,1,98,29716,98,-3,1,12,20,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,80,29618,pre_onset_lock,0,1,98,29716,98,-3,1,12,20,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,40,34617,pre_onset_lock,48,0,50,34667,50,-1,-3,30,-1,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,35579,pre_onset_lock,41,0,40,35619,40,-2,0,42,23,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,36558,pre_onset_lock,40,0,41,36599,41,1,-2,52,9,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,36609,pre_onset_lock,0,1,77,36686,77,-5,0,53,3,1,0,missing_black,36,gate_exact_death
5,5,285796,16489936061346709332,40,36877,pre_onset_lock,40,0,41,36918,41,1,-2,55,3,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,36926,pre_onset_lock,41,0,40,36966,40,-2,0,51,-1,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,37702,pre_onset_lock,100,1,65,37767,65,-7,-4,18,25,0,1,frontier_black_collision,33,gate_exact_death
5,5,285796,16489936061346709332,40,42949,pre_onset_lock,22,0,48,42997,48,-6,0,19,2,0,1,frontier_black_collision,26,mute_early_death
5,5,285796,16489936061346709332,40,43542,pre_onset_lock,31,1,45,43587,45,-3,-4,4,21,1,0,missing_black,23,gate_exact_death
5,5,285796,16489936061346709332,40,44317,pre_onset_lock,41,0,40,44357,40,-2,0,-5,26,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,54594,pre_onset_lock,24,1,74,54668,74,-3,3,62,10,1,0,missing_black,33,gate_exact_death
5,5,285796,16489936061346709332,40,54817,pre_onset_lock,103,1,46,54863,46,3,-5,60,-7,0,1,frontier_black_collision,22,gate_exact_death
5,5,285796,16489936061346709332,40,55024,pre_onset_lock,48,0,50,55074,50,-1,-3,47,-5,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,55310,pre_onset_lock,41,0,40,55350,40,-2,0,69,-5,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,55525,pre_onset_lock,40,0,41,55566,41,1,-2,71,-7,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,56490,pre_onset_lock,40,0,41,56531,41,1,-2,64,13,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,57343,pre_onset_lock,41,0,40,57383,40,-2,0,74,3,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,59128,pre_onset_lock,103,1,71,59199,71,2,-7,76,-15,0,1,frontier_black_collision,32,gate_exact_death
5,5,285796,16489936061346709332,40,59238,pre_onset_lock,0,1,98,59336,98,-3,1,70,-14,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,80,59238,pre_onset_lock,0,1,98,59336,98,-3,1,70,-14,1,0,missing_black,39,gate_exact_death
5,5,285796,16489936061346709332,40,59462,pre_onset_lock,0,1,99,59561,99,-2,1,69,-16,1,0,missing_black,40,gate_exact_death
5,5,285796,16489936061346709332,80,59462,pre_onset_lock,0,1,99,59561,99,-2,1,69,-16,1,0,missing_black,40,gate_exact_death
5,5,285796,16489936061346709332,40,59801,pre_onset_lock,99,1,1533,61334,1533,-33,36,33,-49,0,1,frontier_black_collision,351,gate_exact_death
5,5,285796,16489936061346709332,80,59801,pre_onset_lock,99,1,1533,61334,1533,-33,36,33,-49,0,1,frontier_black_collision,351,gate_exact_death
5,5,285796,16489936061346709332,40,62230,pre_onset_lock,40,0,41,62271,41,1,-2,22,-53,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,62874,pre_onset_lock,36,0,41,62915,41,-3,2,12,-49,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,63209,pre_onset_lock,39,0,60,63269,60,4,0,13,-50,1,0,missing_black,27,mute_early_death
5,5,285796,16489936061346709332,40,66630,pre_onset_lock,40,0,41,66671,41,1,-2,2,-37,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,68221,pre_onset_lock,22,0,55,68276,55,-4,1,16,-64,1,0,missing_black,31,mute_early_death
5,5,285796,16489936061346709332,40,68920,pre_onset_lock,41,0,40,68960,40,-2,0,6,-64,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,72735,pre_onset_lock,41,0,40,72775,40,-2,0,-12,31,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,72798,pre_onset_lock,0,1,45,72843,45,-5,-2,-6,37,0,1,frontier_black_collision,21,gate_exact_death
5,5,285796,16489936061346709332,40,85431,pre_onset_lock,40,0,41,85472,41,1,-2,18,-64,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,85482,pre_onset_lock,0,1,61,85543,61,-7,-2,10,-67,0,1,frontier_black_collision,29,gate_exact_death
5,5,285796,16489936061346709332,40,90142,pre_onset_lock,40,0,41,90183,41,1,-2,-8,43,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,90524,pre_onset_lock,41,0,40,90564,40,-2,0,-14,46,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,90854,pre_onset_lock,41,0,40,90894,40,-2,0,-3,49,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,100967,pre_onset_lock,36,0,45,101012,45,-1,2,54,-26,1,0,missing_black,25,mute_early_death
5,5,285796,16489936061346709332,40,101239,pre_onset_lock,40,0,41,101280,41,1,-2,60,-20,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,102539,pre_onset_lock,41,0,40,102579,40,-2,0,-10,-31,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,103707,pre_onset_lock,0,1,43,103750,43,-4,-1,-15,-19,0,1,frontier_black_collision,19,gate_exact_death
5,5,285796,16489936061346709332,40,110075,pre_onset_lock,24,1,53,110128,53,-5,2,52,-60,1,0,missing_black,29,gate_exact_death
5,5,285796,16489936061346709332,40,110481,pre_onset_lock,23,0,54,110535,54,1,5,58,-51,1,0,missing_black,30,mute_early_death
5,5,285796,16489936061346709332,40,110862,pre_onset_lock,23,0,78,110940,78,1,1,58,-62,1,0,missing_black,37,mute_early_death
5,5,285796,16489936061346709332,40,111705,pre_onset_lock,6,0,40,111745,40,-2,-2,37,-56,0,1,frontier_black_collision,21,mute_early_death
5,5,285796,16489936061346709332,40,112651,pre_onset_lock,40,0,41,112692,41,1,-2,20,-66,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,115313,pre_onset_lock,29,0,48,115361,48,4,4,-21,-16,1,0,missing_black,26,mute_early_death
5,5,285796,16489936061346709332,40,115374,pre_onset_lock,40,0,41,115415,41,1,-2,-24,-11,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,115458,pre_onset_lock,40,0,41,115499,41,1,-2,-28,-3,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,122630,pre_onset_lock,40,0,41,122671,41,1,-2,38,41,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,130078,pre_onset_lock,41,0,40,130118,40,-2,0,77,-15,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,137325,pre_onset_lock,40,0,41,137366,41,1,-2,-31,11,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,138142,pre_onset_lock,40,0,41,138183,41,1,-2,-30,-5,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,139530,pre_onset_lock,29,0,52,139582,52,4,2,-21,27,1,0,missing_black,28,mute_early_death
5,5,285796,16489936061346709332,40,142459,pre_onset_lock,40,0,41,142500,41,1,-2,28,-62,1,0,missing_black,23,mute_early_death
5,5,285796,16489936061346709332,40,143141,pre_onset_lock,41,0,40,143181,40,-2,0,-3,-54,1,0,missing_black,22,mute_early_death
5,5,285796,16489936061346709332,40,144161,pre_onset_lock,23,0,54,144215,54,1,5,-10,-57,1,0,missing_black,30,mute_early_death
5,5,285796,16489936061346709332,40,144509,pre_onset_lock,0,1,77,144586,77,-5,0,-11,-53,1,0,missing_black,36,gate_exact_death
5,5,285796,16489936061346709332,40,147700,pre_onset_lock,102,1,100,147800,100,-4,0,58,-50,1,0,missing_black,41,gate_exact_death
5,5,285796,16489936061346709332,80,147700,pre_onset_lock,102,1,100,147800,100,-4,0,58,-50,1,0,missing_black,41,gate_exact_death
