idx,onset,start,time_frac,phase,depth,kind,first_bad_offset,decisive_period,clears
16,265277,80806,0.3046098983326862,103,45,pre_onset,45,0,0
16,265277,86395,0.3256784417797246,0,61,pre_onset,61,0,0
16,265277,101801,0.3837535858743879,30,71,pre_onset,71,0,0
16,265277,106245,0.4005058862999808,24,74,pre_onset,74,0,0
16,265277,136716,0.5153707256942743,102,45,pre_onset,45,0,0
16,265277,146368,0.5517553349894638,31,67,pre_onset,67,0,0
16,265277,167122,0.6299905381921539,101,46,pre_onset,46,0,0
16,265277,172968,0.6520278802911673,103,99,pre_onset,99,0,0
16,265277,183153,0.6904217101369512,100,273,pre_onset,273,2,0
16,265277,187015,0.7049800774284992,0,45,pre_onset,45,0,0
16,265277,226735,0.8547103593602159,0,71,pre_onset,71,0,0
16,265277,227149,0.8562709922081447,102,73,pre_onset,73,0,0
16,265277,233495,0.8801931565872654,0,61,pre_onset,61,0,0
16,265277,234359,0.8834501294872906,24,74,pre_onset,74,0,0
16,265277,242575,0.9144215291940123,100,102,pre_onset,102,0,0
16,265277,242691,0.9148588079629971,0,99,pre_onset,99,0,0
16,265277,242794,0.9152470813526993,99,164,pre_onset,164,1,0
16,265277,245918,0.9270234509588091,0,61,pre_onset,61,0,0
16,265277,246873,0.9306234615138138,24,53,pre_onset,53,0,0
16,265277,247689,0.9336994914749488,0,71,pre_onset,71,0,0
16,265277,255724,0.9639885855162716,0,45,pre_onset,45,0,0
16,265277,262967,0.9912921210659047,100,49,pre_onset,49,0,0
17,260282,31913,0.12260932373348907,103,47,pre_onset,47,0,0
17,260282,33386,0.12826857024304408,0,71,pre_onset,71,0,0
17,260282,55353,0.2126654935800401,0,45,pre_onset,45,0,0
17,260282,62150,0.23877947764347898,30,71,pre_onset,71,0,0
17,260282,63928,0.24561053011733427,102,47,pre_onset,47,0,0
17,260282,66895,0.2570097048585765,30,71,pre_onset,71,0,0
17,260282,66970,0.2572978538661913,102,47,pre_onset,47,0,0
17,260282,71658,0.2753090878355015,31,40,pre_onset,40,0,0
17,260282,86406,0.33197070869287926,102,45,pre_onset,45,0,0
17,260282,91743,0.3524753920747497,102,100,pre_onset,100,0,0
17,260282,101758,0.39095288955824836,102,73,pre_onset,73,0,0
17,260282,116276,0.4467308534589407,24,77,pre_onset,77,0,0
17,260282,117455,0.4512605558586456,0,45,pre_onset,45,0,0
17,260282,124036,0.47654467078015383,24,53,pre_onset,53,0,0
17,260282,142271,0.5466032994982365,99,76,pre_onset,76,0,0
17,260282,142415,0.547156545592857,103,44,pre_onset,44,0,0
17,260282,143784,0.5524162254785194,0,76,pre_onset,76,0,0
17,260282,143895,0.5528426860097894,99,76,pre_onset,76,0,0
17,260282,162069,0.622666953535012,30,47,pre_onset,47,0,0
17,260282,176889,0.6796051974397,0,71,pre_onset,71,0,0
17,260282,177738,0.6828670442058997,26,44,pre_onset,44,0,0
17,260282,197638,0.7593225808930314,30,68,pre_onset,68,0,0
17,260282,230603,0.8859736747066643,0,76,pre_onset,76,0,0
17,260282,234743,0.9018794999270022,100,81,pre_onset,81,0,0
17,260282,238118,0.9148462052696691,0,77,pre_onset,77,0,0
17,260282,240579,0.9243013347062032,0,70,pre_onset,70,0,0
17,260282,240709,0.924800792986069,90,59,pre_onset,59,0,0
18,257885,18128,0.07029489888903968,24,46,pre_onset,46,0,0
18,257885,20967,0.08130368187370339,0,76,pre_onset,76,0,0
18,257885,21107,0.0818465595129612,0,77,pre_onset,77,0,0
18,257885,21419,0.08305640110902146,0,43,pre_onset,43,0,0
18,257885,31170,0.12086782868332784,25,45,pre_onset,45,0,0
18,257885,35400,0.1372704887837602,24,76,pre_onset,76,0,0
18,257885,46725,0.18118541210229366,24,47,pre_onset,47,0,0
18,257885,49789,0.19306667700719313,0,77,pre_onset,77,0,0
18,257885,51835,0.20100044593520366,0,43,pre_onset,43,0,0
18,257885,58920,0.22847393217907205,0,45,pre_onset,45,0,0
18,257885,61524,0.23857145626926732,103,46,pre_onset,46,0,0
18,257885,62122,0.2408903193283828,30,46,pre_onset,46,0,0
18,257885,75321,0.29207204761812433,30,47,pre_onset,47,0,0
18,257885,78226,0.3033367586327239,30,71,pre_onset,71,0,0
18,257885,79175,0.3070166934874072,0,45,pre_onset,45,0,0
18,257885,131202,0.5087616573278787,24,51,pre_onset,51,0,0
18,257885,136199,0.5281385113519592,0,55,pre_onset,55,0,0
18,257885,138756,0.5380537836632607,0,61,pre_onset,61,0,0
18,257885,139028,0.5391085173623902,0,45,pre_onset,45,0,0
18,257885,139419,0.5406246970548888,30,47,pre_onset,47,0,0
18,257885,165720,0.6426120169843147,103,46,pre_onset,46,0,0
18,257885,167905,0.6510847858541599,24,74,pre_onset,74,0,0
18,257885,187232,0.7260290439537003,102,40,pre_onset,40,0,0
18,257885,193196,0.749155631386083,30,71,pre_onset,71,0,0
18,257885,193653,0.7509277391085174,99,82,pre_onset,82,0,0
18,257885,221771,0.859960835256025,103,46,pre_onset,46,0,0
18,257885,224538,0.8706904240262132,30,71,pre_onset,71,0,0
18,257885,224659,0.8711596254144289,0,43,pre_onset,43,0,0
18,257885,225959,0.87620063206468,98,44,pre_onset,44,0,0
18,257885,241506,0.9364871939042596,0,71,pre_onset,71,0,0
18,257885,242929,0.942005157337573,103,72,pre_onset,72,0,0
18,257885,245097,0.9504120053512224,0,45,pre_onset,45,0,0
19,255436,1220,0.004776147449850452,0,77,pre_onset,77,0,0
19,255436,22009,0.08616248297029393,24,77,pre_onset,77,0,0
19,255436,25075,0.09816548959426236,103,100,pre_onset,100,0,0
19,255436,33022,0.1292770008925915,0,71,pre_onset,71,0,0
19,255436,34981,0.13694624093706448,0,76,pre_onset,76,0,0
19,255436,35081,0.13733772843295386,92,89,pre_onset,89,0,0
19,255436,36447,0.1426854476268028,21,49,pre_onset,49,0,0
19,255436,52259,0.20458745047683177,0,488,pre_onset,488,4,0
19,255436,60868,0.2382906089979486,0,98,pre_onset,98,0,0
19,255436,60975,0.23870950061855023,0,61,pre_onset,61,0,0
19,255436,77276,0.3025258773234783,101,41,pre_onset,41,0,0
19,255436,81351,0.3184789927809706,25,74,pre_onset,74,0,0
19,255436,85532,0.3348470849841056,24,76,pre_onset,76,0,0
19,255436,95838,0.37519378631046524,102,73,pre_onset,73,0,0
19,255436,95921,0.3755187209320534,25,45,pre_onset,45,0,0
19,255436,96671,0.3784548771512238,26,45,pre_onset,45,0,0
19,255436,100327,0.39276766000093954,102,63,pre_onset,63,0,0
19,255436,101436,0.3971092563303528,0,45,pre_onset,45,0,0
19,255436,102236,0.40024115629746787,100,75,pre_onset,75,0,0
19,255436,104638,0.4096446859487308,25,56,pre_onset,56,0,0
19,255436,134368,0.5260339184766438,0,77,pre_onset,77,0,0
19,255436,158705,0.6213102303512426,0,71,pre_onset,71,0,0
19,255436,161543,0.6324206454845832,0,44,pre_onset,44,0,0
19,255436,163334,0.639432186535962,24,77,pre_onset,77,0,0
19,255436,198211,0.7759712804773016,103,46,pre_onset,46,0,0
19,255436,201941,0.7905737640739755,102,40,pre_onset,40,0,0
19,255436,239033,0.9357843060492648,24,46,pre_onset,46,0,0
20,255171,347,0.0013598723992930232,0,77,pre_onset,77,0,0
20,255171,4002,0.015683600409137403,30,71,pre_onset,71,0,0
20,255171,5573,0.021840256141959707,0,89,pre_onset,89,0,0
20,255171,11098,0.04349240313358493,102,100,pre_onset,100,0,0
20,255171,21415,0.08392411363360257,0,45,pre_onset,45,0,0
20,255171,25678,0.10063055754768371,103,78,pre_onset,78,0,0
20,255171,25934,0.10163380634946761,0,77,pre_onset,77,0,0
20,255171,39436,0.1545473427623045,102,45,pre_onset,45,0,0
20,255171,42437,0.16630808359884156,25,74,pre_onset,74,0,0
20,255171,43010,0.16855363658095943,102,63,pre_onset,63,0,0
20,255171,43105,0.16892593594099642,30,47,pre_onset,47,0,0
20,255171,56665,0.2220667709104875,0,45,pre_onset,45,0,0
20,255171,57976,0.227204502078998,102,45,pre_onset,45,0,0
20,255171,59211,0.23204439375947894,0,98,pre_onset,98,0,0
20,255171,82220,0.3222152987604391,101,79,pre_onset,79,0,0
20,255171,82323,0.32261894964553184,92,89,pre_onset,89,0,0
20,255171,94533,0.37046921476186556,0,71,pre_onset,71,0,0
20,255171,110528,0.4331526701701996,24,52,pre_onset,52,0,0
20,255171,113810,0.4460146333243198,25,64,pre_onset,64,0,0
20,255171,115627,0.4531353484526063,102,52,pre_onset,52,0,0
20,255171,119748,0.4692853027969479,31,67,pre_onset,67,0,0
20,255171,123056,0.48224915840749927,0,45,pre_onset,45,0,0
20,255171,142626,0.5589428265751202,30,45,pre_onset,45,0,0
20,255171,143115,0.5608591885441527,0,45,pre_onset,45,0,0
20,255171,160591,0.6293465950284319,16,40,pre_onset,40,0,0
20,255171,161168,0.6316078237730777,0,45,pre_onset,45,0,0
20,255171,165125,0.6471150718537765,0,76,pre_onset,76,0,0
20,255171,165253,0.6476166962546684,0,77,pre_onset,77,0,0
20,255171,169500,0.6642604371186381,103,46,pre_onset,46,0,0
20,255171,176242,0.6906819348593688,24,74,pre_onset,74,0,0
20,255171,178532,0.6996563089065764,0,45,pre_onset,45,0,0
20,255171,201693,0.7904228928835957,25,45,pre_onset,45,0,0
20,255171,210833,0.8262420102597866,31,46,pre_onset,46,0,0
20,255171,212749,0.8337507005106379,0,61,pre_onset,61,0,0
20,255171,225637,0.8842580073754462,30,41,pre_onset,41,0,0
20,255171,251080,0.9839676138746174,0,43,pre_onset,43,0,0
20,255171,252284,0.9886860183955073,0,45,pre_onset,45,0,0
20,255171,254599,0.9977583659585141,0,77,pre_onset,77,0,0
21,255129,2727,0.010688710417083122,0,70,pre_onset,70,0,0
21,255129,5176,0.020287775987833604,103,99,pre_onset,99,0,0
21,255129,5284,0.020711091251876503,0,77,pre_onset,77,0,0
21,255129,6923,0.027135292342305266,0,61,pre_onset,61,0,0
21,255129,15531,0.060875086720835345,31,67,pre_onset,67,0,0
21,255129,18420,0.07219877003398281,30,71,pre_onset,71,0,0
21,255129,19495,0.0764123247455209,30,40,pre_onset,40,0,0
21,255129,21438,0.08402807991251485,0,71,pre_onset,71,0,0
21,255129,22718,0.0890451497085788,103,46,pre_onset,46,0,0
21,255129,27047,0.10601303654229821,0,98,pre_onset,98,0,0
21,255129,35423,0.1388434870202917,103,72,pre_onset,72,0,0
21,255129,35975,0.14100709836984426,0,77,pre_onset,77,0,0
21,255129,37421,0.14667481940508528,103,46,pre_onset,46,0,0
21,255129,38849,0.15227198789631913,0,45,pre_onset,45,0,0
21,255129,44017,0.17252840719792734,0,57,pre_onset,57,0,0
21,255129,49264,0.19309447377601135,31,67,pre_onset,67,0,0
21,255129,49340,0.19339236229515264,0,77,pre_onset,77,0,0
21,255129,56919,0.22309890290794068,24,53,pre_onset,53,0,0
21,255129,73040,0.28628654523789926,0,56,pre_onset,56,0,0
21,255129,74418,0.29168773444022433,103,46,pre_onset,46,0,0
21,255129,83751,0.3282692285079313,24,77,pre_onset,77,0,0
21,255129,120900,0.473877920581353,103,46,pre_onset,46,0,0
21,255129,122935,0.481854277639939,25,73,pre_onset,73,0,0
21,255129,127202,0.4985791501554116,103,46,pre_onset,46,0,0
21,255129,130349,0.5109140865993281,24,77,pre_onset,77,0,0
21,255129,130452,0.5113178039344802,100,49,pre_onset,49,0,0
21,255129,162587,0.6372736929161327,24,1591,pre_onset,1591,15,0
21,255129,164524,0.6448659305684575,30,71,pre_onset,71,0,0
21,255129,165949,0.6504513403023569,0,45,pre_onset,45,0,0
21,255129,170021,0.6664118935910853,0,45,pre_onset,45,0,0
21,255129,175342,0.6872680095167543,0,99,pre_onset,99,0,0
21,255129,191775,0.7516785626095034,0,98,pre_onset,98,0,0
21,255129,191939,0.7523213746771241,103,72,pre_onset,72,0,0
21,255129,192463,0.7543752376248878,99,50,pre_onset,50,0,0
21,255129,205021,0.803597395827209,0,61,pre_onset,61,0,0
21,255129,223501,0.8760313410078823,0,50,pre_onset,50,0,0
21,255129,227261,0.8907689835338202,31,40,pre_onset,40,0,0
21,255129,236687,0.9277149990788973,16,61,pre_onset,61,0,0
21,255129,243960,0.9562221464435638,0,71,pre_onset,71,0,0
22,252072,724,0.0028721952458027867,0,98,pre_onset,98,0,0
22,252072,831,0.0032966771398648003,0,45,pre_onset,45,0,0
22,252072,5210,0.020668697832365357,103,45,pre_onset,45,0,0
22,252072,6302,0.02500079342410105,103,45,pre_onset,45,0,0
22,252072,7439,0.029511409438573107,102,47,pre_onset,47,0,0
22,252072,9812,0.03892538639753721,0,45,pre_onset,45,0,0
22,252072,26845,0.10649734996350249,103,62,pre_onset,62,0,0
22,252072,40608,0.1610968294772922,30,71,pre_onset,71,0,0
22,252072,42154,0.16722999777841252,0,61,pre_onset,61,0,0
22,252072,45727,0.18140451934367957,102,47,pre_onset,47,0,0
22,252072,48974,0.19428575962423433,0,45,pre_onset,45,0,0
22,252072,52990,0.21021771557332825,103,45,pre_onset,45,0,0
22,252072,54513,0.21625964010282778,103,45,pre_onset,45,0,0
22,252072,55162,0.2188343013107366,31,67,pre_onset,67,0,0
22,252072,55715,0.22102811895014124,0,99,pre_onset,99,0,0
22,252072,62920,0.24961122219048526,103,45,pre_onset,45,0,0
22,252072,88617,0.3515543178139579,31,46,pre_onset,46,0,0
22,252072,88860,0.3525183280967343,31,45,pre_onset,45,0,0
22,252072,142101,0.5637317909168809,24,74,pre_onset,74,0,0
22,252072,163547,0.6488106572725253,102,100,pre_onset,100,0,0
22,252072,164064,0.6508616585737408,30,47,pre_onset,47,0,0
22,252072,168805,0.6696697768891428,0,89,pre_onset,89,0,0
22,252072,172606,0.6847488019296074,30,68,pre_onset,68,0,0
22,252072,183156,0.7266019232600209,0,98,pre_onset,98,0,0
22,252072,208956,0.8289536322955346,103,46,pre_onset,46,0,0
22,252072,209873,0.8325914817988511,0,99,pre_onset,99,0,0
22,252072,228751,0.9074827826970072,31,70,pre_onset,70,0,0
22,252072,231780,0.9194991907074169,30,68,pre_onset,68,0,0
22,252072,251993,0.999686597480085,30,71,pre_onset,71,0,0
23,251853,12101,0.0480478691935375,102,47,pre_onset,47,0,0
23,251853,18018,0.07154173267739515,25,45,pre_onset,45,0,0
23,251853,22569,0.08961179735798264,30,47,pre_onset,47,0,0
23,251853,26701,0.10601819315235475,31,67,pre_onset,67,0,0
23,251853,26777,0.10631995648255133,0,77,pre_onset,77,0,0
23,251853,36250,0.14393316736350173,30,69,pre_onset,69,0,0
23,251853,36510,0.14496551559838478,30,71,pre_onset,71,0,0
23,251853,39802,0.1580366324800578,0,70,pre_onset,70,0,0
23,251853,40002,0.1588307465068909,100,49,pre_onset,49,0,0
23,251853,53478,0.21233814963490608,103,45,pre_onset,45,0,0
23,251853,60430,0.23994155320762509,0,61,pre_onset,61,0,0
23,251853,69319,0.2752359511302228,0,61,pre_onset,61,0,0
23,251853,92948,0.36905655283042094,25,76,pre_onset,76,0,0
23,251853,96082,0.3815003196308958,0,70,pre_onset,70,0,0
23,251853,96507,0.3831878119379162,0,45,pre_onset,45,0,0
23,251853,97662,0.3877738204428774,100,49,pre_onset,49,0,0
23,251853,99250,0.3940790858159323,0,70,pre_onset,70,0,0
23,251853,99432,0.3948017295803504,90,59,pre_onset,59,0,0
23,251853,109118,0.4332606718998781,31,70,pre_onset,70,0,0
23,251853,122798,0.48757807133526304,24,46,pre_onset,46,0,0
23,251853,122883,0.4879155697966671,0,98,pre_onset,98,0,0
23,251853,142145,0.5643966917209642,31,44,pre_onset,44,0,0
23,251853,144619,0.5742198822328898,0,45,pre_onset,45,0,0
23,251853,145097,0.576117814757021,99,50,pre_onset,50,0,0
23,251853,156847,0.6227720138334664,103,46,pre_onset,46,0,0
23,251853,177484,0.7047126696922411,97,78,pre_onset,78,0,0
23,251853,183622,0.7290840291757493,103,45,pre_onset,45,0,0
23,251853,184913,0.7342100352189571,103,44,pre_onset,44,0,0
23,251853,196527,0.780324236757156,0,77,pre_onset,77,0,0
23,251853,213280,0.8468431982148317,0,43,pre_onset,43,0,0
